season,week,contestant_id,celebrity_name,J_total,p_hat,z_score,kappa,merit_score,pop_score,w_j,w_f,amei_score,amei_rank,bottom2_flag,eliminated
9,7,100,Aaron Carter,26.5,0.0750592049853501,0.22483333318344442,1.0,0.20255200958115507,0.07961084325964123,0.39766073146427455,0.6023392685357254,0.12849971738612545,3,0,0
9,7,101,Mya,24.5,0.5982055309601395,-0.6744999995503332,1.0,0.08240642097006991,0.634481097576416,0.39766073146427455,0.6023392685357254,0.41494267785423355,1,0,0
9,7,102,Donny Osmond,26.0,0.0628846285602864,0.0,1.0,0.1617680239077649,0.06669799272095725,0.39766073146427455,0.6023392685357254,0.10450361086303456,4,0,0
9,7,103,Kelly Osbourne,26.0,0.0552717303732381,0.0,1.0,0.1617680239077649,0.05862344351091698,0.39766073146427455,0.6023392685357254,0.09963999279810319,5,0,0
9,8,96,Joanna Krupa,26.0,0.0601652229175393,0.6744999986510001,1.0,0.008743930794475153,0.060165222917539306,0.3675610708623103,0.6324389291376897,0.04126475771966216,2,0,0
9,8,100,Aaron Carter,25.0,0.047020054716794,-0.6744999986510001,1.0,0.002269046817016833,0.047020054716794005,0.3675610708623103,0.6324389291376897,0.0305713263309842,3,1,1
9,8,101,Mya,29.5,0.8012272714740719,5.395999989208001,1.0,0.9822637204892781,0.801227271474072,0.3675610708623103,0.6324389291376897,0.8677692225392113,1,0,0
9,8,102,Donny Osmond,25.0,0.047020054716794,-0.6744999986510001,1.0,0.002269046817016833,0.047020054716794005,0.3675610708623103,0.6324389291376897,0.0305713263309842,3,0,0
9,8,103,Kelly Osbourne,25.5,0.0445673961748007,0.0,1.0,0.004454255082212885,0.044567396174800704,0.3675610708623103,0.6324389291376897,0.029823367079158183,5,1,0
9,9,96,Joanna Krupa,27.0,0.0327332079468521,0.28912098200983904,1.0,0.20007196997143137,0.03323199329115699,0.3560172609613551,0.6439827390386449,0.09262990480772464,2,0,1
9,9,101,Mya,28.9999,0.8705477687286055,1.44531584687982,1.0,0.6357923501436815,0.8838130884389186,0.3560172609613551,0.6439827390386449,0.7955134245294353,1,0,0
9,9,102,Donny Osmond,24.666600000000003,0.0546089081445715,-1.0598790168339083,0.7251512289576146,0.05191860235500662,0.04020313337237324,0.3560172609613551,0.6439827390386449,0.04437404255044809,4,1,0
9,9,103,Kelly Osbourne,25.9998,0.0421101151799707,-0.28912098200983904,1.0,0.11221707752988061,0.0427517848975512,0.3560172609613551,0.6439827390386449,0.06748262811239211,3,1,0
9,10,101,Mya,28.3332,0.8710110411929173,0.0,1.0,0.3326685790444692,0.9128420621745634,0.35200785527728545,0.6479921447227146,0.7086164386891867,1,0,0
9,10,102,Donny Osmond,28.9998,0.0807520780919275,0.6744999989881488,1.0,0.6530454542798255,0.0846302629979978,0.35200785527728545,0.6479921447227146,0.28471687538814194,2,1,0
9,10,103,Kelly Osbourne,25.2222,0.0482368807151552,-3.1478690321814202,0.05,0.014285966675705235,0.0025276748274387297,0.35200785527728545,0.6479921447227146,0.006666685922671412,3,1,0
10,1,104,Aiden Turner,15.0,0.056102409370004,-0.6744999997751666,1.0,0.02837826918977567,0.05633300627363574,0.6479921447227146,0.3520078552772854,0.038218556235505644,10,1,0
10,1,105,Shannen Doherty,18.0,0.0627495393177895,0.0,1.0,0.05570799551471973,0.06300745782135267,0.6479921447227146,0.3520078552772854,0.05827746358595498,7,0,0
10,1,106,Niecy Nash,18.0,0.0627495393177894,0.0,1.0,0.05570799551471973,0.06300745782135257,0.6479921447227146,0.3520078552772854,0.05827746358595494,8,0,0
10,1,107,Buzz Aldrin,14.0,0.0551927183677443,-0.8993333330335556,0.9258333337080555,0.02266428527616879,0.05130929096917723,0.6479921447227146,0.3520078552772854,0.032747552294570326,11,1,0
10,1,108,Chad Ochocinco,18.0,0.0627495397951348,0.0,1.0,0.05570799551471973,0.06300745830066,0.6479921447227146,0.3520078552772854,0.05827746375467492,6,0,0
10,1,109,Evan Lysacek,23.0,0.1367165556201799,1.1241666662919445,1.0,0.17144977198189462,0.13727849965708014,0.6479921447227146,0.3520078552772854,0.15942121569874063,2,0,0
10,1,110,Pamela Anderson,21.0,0.0871942615380469,0.6744999997751666,1.0,0.10935764769565799,0.08755265482188115,0.6479921447227146,0.3520078552772854,0.10168211891982332,4,0,0
10,1,111,Nicole Scherzinger,25.0,0.2567663796473708,1.5738333328087222,1.0,0.268797152572721,0.2578217627007602,0.6479921447227146,0.3520078552772854,0.26493372912306,1,0,0
10,1,112,Erin Andrews,21.0,0.0871942657027184,0.6744999997751666,1.0,0.10935764769565799,0.08755265900367065,0.6479921447227146,0.3520078552772854,0.10168212039184607,3,0,0
10,1,113,Kate Gosselin,16.0,0.0573906301688349,-0.4496666665167778,1.0,0.035532828518275036,0.057626522027366796,0.6479921447227146,0.3520078552772854,0.0433099821855641,9,0,0
10,1,114,Jake Pavelka,20.0,0.0751941611543868,0.4496666665167778,1.0,0.08733841052568955,0.0755032306030629,0.6479921447227146,0.3520078552772854,0.08317233422430495,5,0,0
10,2,104,Aiden Turner,19.0,0.0391664794577966,-0.2248333332583889,1.0,0.04703903376057273,0.042386797552014854,0.6439827390386449,0.3560172609613551,0.04538275736825671,8,0,0
10,2,105,Shannen Doherty,20.0,0.0232044942581108,0.0,1.0,0.058898233331368045,0.025112397489676398,0.6439827390386449,0.3560172609613551,0.046869892595719005,7,0,1
10,2,106,Niecy Nash,21.0,0.0417408418907829,0.2248333332583889,1.0,0.07374730329737193,0.04517282736074664,0.6439827390386449,0.3560172609613551,0.06357429664100844,5,0,0
10,2,107,Buzz Aldrin,12.0,0.0595681306217471,-1.7986666660671111,0.05,0.009748802234955941,0.0032232949299625608,0.6439827390386449,0.3560172609613551,0.007425608997848884,11,1,0
10,2,108,Chad Ochocinco,16.0,0.041386312439929,-0.8993333330335556,0.9258333337080555,0.023962204171064844,0.041467286247949604,0.6439827390386449,0.3560172609613551,0.030194315544981067,9,0,0
10,2,109,Evan Lysacek,24.0,0.085113879809534,0.8993333330335556,1.0,0.14476973256680659,0.09211205199692976,0.6439827390386449,0.3560172609613551,0.12602268936174107,2,0,0
10,2,110,Pamela Anderson,22.0,0.0491830181876194,0.4496666665167778,1.0,0.09234003188238311,0.05322690892251484,0.6439827390386449,0.3560172609613551,0.07841508497856611,4,0,0
10,2,111,Nicole Scherzinger,28.0,0.5195956077294106,1.7986666660671111,1.0,0.35583877957002713,0.5623174239460138,0.6439827390386449,0.3560172609613551,0.42934874098777964,1,0,0
10,2,112,Erin Andrews,23.0,0.0515390246342479,0.6744999997751666,1.0,0.11562024788428277,0.055776629236082745,0.6439827390386449,0.3560172609613551,0.09431488668713472,3,0,0
10,2,113,Kate Gosselin,15.0,0.0459317669853835,-1.1241666662919445,0.6447916671350693,0.019137397969798742,0.03205152063565482,0.6439827390386449,0.3560172609613551,0.023735048549015775,10,1,0
10,2,114,Jake Pavelka,20.0,0.043570443985438,0.0,1.0,0.058898233331368045,0.04715286168245412,0.6439827390386449,0.3560172609613551,0.05471667828794856,6,0,0
10,3,104,Aiden Turner,20.0,0.0381008424190001,-0.44966666636688885,1.0,0.03400315258776894,0.04109451248744251,0.6324389291376896,0.3675610708623104,0.036609660426363,8,0,0
10,3,106,Niecy Nash,21.0,0.0393140118366732,0.0,1.0,0.053309785641961996,0.04240300339259606,0.6324389291376896,0.3675610708623104,0.049300877078723014,6,0,0
10,3,107,Buzz Aldrin,13.0,0.0392010671489187,-3.5973333309351108,0.05,0.001460511298578945,0.0021140592191591086,0.6324389291376896,0.3675610708623104,0.0017007300721272262,10,1,1
10,3,108,Chad Ochocinco,20.0,0.0384273429944015,-0.44966666636688885,1.0,0.03400315258776894,0.0414466669575573,0.6324389291376896,0.3675610708623104,0.036739098700507344,7,0,0
10,3,109,Evan Lysacek,26.0,0.1244263547778816,2.2483333318344445,1.0,0.5049468830623777,0.1342028171964182,0.6324389291376896,0.3675610708623104,0.3686757971968387,1,0,0
10,3,110,Pamela Anderson,21.0,0.0414958867169631,0.0,1.0,0.053309785641961996,0.04475631315745831,0.6324389291376896,0.3675610708623104,0.050165862135966514,4,0,0
10,3,111,Nicole Scherzinger,23.0,0.5550451839420769,0.8993333327337777,1.0,0.13103352972994486,0.5986563496881626,0.6324389291376896,0.3675610708623104,0.3029134741934407,2,0,0
10,3,112,Erin Andrews,23.0,0.0466956906853583,0.8993333327337777,1.0,0.13103352972994486,0.05036467758052183,0.6324389291376896,0.3675610708623104,0.10138280004866954,3,0,0
10,3,113,Kate Gosselin,15.0,0.0374814741503589,-2.697999998201333,0.05,0.0035898840777297348,0.0020213239520808736,0.6324389291376896,0.3675610708623104,0.0030133424382343195,9,1,0
10,3,114,Jake Pavelka,21.0,0.0398121453283674,0.0,1.0,0.053309785641961996,0.04294027636860335,0.6324389291376896,0.3675610708623104,0.04949835770912964,5,0,0
10,4,104,Aiden Turner,16.5,0.033778752391363,-0.6744999997751666,1.0,0.032780132786538296,0.03377875239136301,0.6023392685357255,0.3976607314642745,0.03317724458904746,8,1,1
10,4,106,Niecy Nash,18.0,0.0352357359878974,-0.3372499998875833,1.0,0.04592789304161208,0.03523573598789741,0.6023392685357255,0.3976607314642745,0.041676042046701,7,0,0
10,4,108,Chad Ochocinco,22.0,0.0367578834163519,0.5620833331459723,1.0,0.1128891040854016,0.03675788341635191,0.6023392685357255,0.3976607314642745,0.08261470718687922,4,0,0
10,4,109,Evan Lysacek,26.0,0.1172433286338157,1.4614166661795276,1.0,0.2774773449689544,0.11724332863381573,0.6023392685357255,0.3976607314642745,0.21375856882766464,2,0,0
10,4,110,Pamela Anderson,23.5,0.0392342959740795,0.8993333330335556,1.0,0.1581677149314949,0.03923429597407951,0.6023392685357255,0.3976607314642745,0.11087256455334209,3,0,0
10,4,111,Nicole Scherzinger,25.0,0.6285044908857202,1.2365833329211389,1.0,0.2216070917501926,0.6285044908857204,0.6023392685357255,0.3976607314642745,0.3834142091213374,1,0,0
10,4,112,Erin Andrews,19.5,0.037021399421006,0.0,1.0,0.06434907915040564,0.037021399421006004,0.6023392685357255,0.3976607314642745,0.05348193403999116,5,0,0
10,4,113,Kate Gosselin,16.0,0.0364741701811204,-0.7869166664043611,1.0,0.029294680818699882,0.036474170181120404,0.6023392685357255,0.3976607314642745,0.03214968181010001,9,1,0
10,4,114,Jake Pavelka,19.0,0.0357499431086457,-0.11241666662919444,1.0,0.057506958466700606,0.03574994310864571,0.6023392685357255,0.3976607314642745,0.04885504782493704,6,0,0
10,5,106,Niecy Nash,18.0,0.0332737648758289,-0.6744999998072857,1.0,0.043248929884473535,0.03385396011851798,0.5406270677775082,0.45937293222249176,0.03893313507494488,7,1,0
10,5,108,Chad Ochocinco,18.0,0.0334484682391321,-0.6744999998072857,1.0,0.043248929884473535,0.034031709787541276,0.5406270677775082,0.45937293222249176,0.03901478846160568,6,0,0
10,5,109,Evan Lysacek,27.0,0.0681931115904753,1.0599285711257347,1.0,0.24503500097151656,0.06938219611627541,0.5406270677775082,0.45937293222249176,0.1643448569520593,2,0,0
10,5,110,Pamela Anderson,21.0,0.0341624133079256,-0.09635714282961225,1.0,0.07710093036550389,0.03475810392947096,0.5406270677775082,0.45937293222249176,0.0576497820269954,5,0,0
10,5,111,Nicole Scherzinger,29.0,0.7295918721939629,1.4453571424441836,1.0,0.36026131126676164,0.7423137789253248,0.5406270677775082,0.45937293222249176,0.5357658735979145,1,0,0
10,5,112,Erin Andrews,22.0,0.033992725292058,0.09635714282961225,1.0,0.09348767721837992,0.034585457060587625,0.5406270677775082,0.45937293222249176,0.06642959163008011,4,0,0
10,5,113,Kate Gosselin,15.0,0.0332261744337364,-1.252642856784959,0.48419642901880117,0.02426001771035678,0.016368521672075687,0.5406270677775082,0.45937293222249176,0.02063487803562942,8,1,1
10,5,114,Jake Pavelka,23.0,0.0341114700668805,0.2890714284888367,1.0,0.11335720269853415,0.034706272390206176,0.5406270677775082,0.45937293222249176,0.07722709422077068,3,0,0
10,6,106,Niecy Nash,25.9998,0.031598908335957,-0.674499999831375,1.0,0.060356404285207645,0.03160279127115154,0.45937293222249176,0.5406270677775082,0.044811422793409286,6,1,0
10,6,108,Chad Ochocinco,30.9999,0.0322027539961882,0.1686418624578395,1.0,0.14024752865670256,0.03220671113310962,0.45937293222249176,0.5406270677775082,0.08183773827863769,3,0,0
10,6,109,Evan Lysacek,27.0,0.0361691805972412,-0.5058412748735398,1.0,0.07144484732285282,0.03617362513636278,0.45937293222249176,0.5406270677775082,0.05237626989524172,5,0,0
10,6,110,Pamela Anderson,29.9998,0.032144609057766,0.0,1.0,0.11848271213824964,0.032148559049724516,0.45937293222249176,0.5406270677775082,0.0718081321049458,4,0,0
10,6,111,Nicole Scherzinger,35.9999,0.8018522862061589,1.0117668622470577,1.0,0.3258815341189886,0.8019508193716033,0.45937293222249176,0.5406270677775082,0.5832574758640439,1,0,0
10,6,112,Erin Andrews,34.0,0.0344077017309272,0.6745337248313664,1.0,0.23259547493904856,0.0344119298161064,0.45937293222249176,0.5406270677775082,0.12545208605748084,2,0,0
10,6,114,Jake Pavelka,24.9999,0.0316245600757613,-0.843108137289223,0.9961148283884712,0.05099149853895012,0.03150556422194181,0.45937293222249176,0.5406270677775082,0.04045687500624079,7,1,1
10,7,106,Niecy Nash,24.5,0.0364685578033216,-1.1241666651677777,0.6447916685402777,0.034826981256030363,0.023823226779992625,0.39766073146427455,0.6023392685357254,0.028198987833787076,6,1,0
10,7,108,Chad Ochocinco,26.0,0.0341559675591461,0.22483333303355557,1.0,0.13420821107492506,0.034604228505589966,0.39766073146427455,0.6023392685357254,0.0742128210708666,3,0,0
10,7,109,Evan Lysacek,27.0,0.0415423582105787,1.1241666651677777,1.0,0.3298789404904844,0.04208755772152031,0.39766073146427455,0.6023392685357254,0.15653088950254157,2,0,0
10,7,110,Pamela Anderson,25.5,0.0300376896361191,-0.22483333303355557,1.0,0.08560346334403796,0.030431902540846736,0.39766073146427455,0.6023392685357254,0.05237146576586945,5,1,1
10,7,111,Nicole Scherzinger,27.0,0.8242337169234127,1.1241666651677777,1.0,0.3298789404904844,0.8350509126418253,0.39766073146427455,0.6023392685357254,0.6341638566808728,1,0,0
10,7,112,Erin Andrews,25.5,0.0335617098674213,-0.22483333303355557,1.0,0.08560346334403796,0.034002171810225086,0.39766073146427455,0.6023392685357254,0.05452197914606238,4,0,0
10,8,106,Niecy Nash,21.5,0.0344304559122101,-1.1241666662919445,0.6447916671350693,0.06920892842428558,0.022533453508685103,0.3675610708623103,0.6324389291376897,0.03968954105167012,5,1,1
10,8,108,Chad Ochocinco,22.5,0.0343451273785798,-0.8993333330335556,0.9258333337080555,0.08665746910737336,0.032274796463402686,0.3675610708623103,0.6324389291376897,0.052263749856775024,4,1,0
10,8,109,Evan Lysacek,26.5,0.0376542176750457,0.0,1.0,0.21300093259179848,0.03821898917339288,0.3675610708623103,0.6324389291376897,0.10246202746365778,2,0,0
10,8,111,Nicole Scherzinger,29.5,0.8577101222468381,0.6744999997751666,1.0,0.4181317372847441,0.8705748226920665,0.3675610708623103,0.6324389291376897,0.7042743577155034,1,0,0
10,8,112,Erin Andrews,26.5,0.035860076787326,0.0,1.0,0.21300093259179848,0.03639793816245278,0.3675610708623103,0.6324389291376897,0.10131032391239372,3,0,0
10,9,108,Chad Ochocinco,26.0,0.0389379034754556,-2.473166663369111,0.05,0.018654996777587498,0.0020216791229948207,0.3560172609613551,0.6439827390386449,0.007943427315083056,4,1,1
10,9,109,Evan Lysacek,29.5,0.0496138672644549,0.6744999991006666,1.0,0.43431961206923503,0.05151963033798701,0.3560172609613551,0.6439827390386449,0.1878030313300027,2,0,0
10,9,111,Nicole Scherzinger,29.5,0.8703455520243597,0.6744999991006666,1.0,0.43431961206923503,0.9037771812384218,0.3560172609613551,0.6439827390386449,0.7366421833252319,1,0,0
10,9,112,Erin Andrews,28.0,0.0411026772357297,-0.6744999991006666,1.0,0.11270577908394248,0.042681509300596415,0.3560172609613551,0.6439827390386449,0.06761135802968227,3,1,0
10,10,109,Evan Lysacek,26.8887,0.0441641696077729,-0.6744999939288929,1.0,1.0455815674237047e-05,0.0441641696077729,0.35200785527728545,0.6479921447227146,0.028621715513289153,2,1,0
10,10,111,Nicole Scherzinger,28.7777,0.9130855218197974,10.79382123497906,1.0,0.9999690188828925,0.9130855218197974,0.35200785527728545,0.6479921447227146,0.9436691952799678,1,0,0
10,10,112,Erin Andrews,26.9998,0.0427503085724297,0.0,1.0,2.0525301433383324e-05,0.0427503085724297,0.35200785527728545,0.6479921447227146,0.02770908920674306,3,1,0
11,1,115,David Hasselhoff,15.0,0.0535353233612313,-0.6744999998072857,1.0,0.0322938288680182,0.05353532336123132,0.6479921447227146,0.3520078552772854,0.03977100178745842,10,1,1
11,1,116,Florence Henderson,18.0,0.0597756837526096,-0.09635714282961225,1.0,0.05757100250664108,0.05977568375260963,0.6479921447227146,0.3520078552772854,0.058347067623604525,7,0,0
11,1,117,Kyle Massey,23.0,0.1298772803576633,0.8672142854665101,1.0,0.15089593703556603,0.12987728035766335,0.6479921447227146,0.3520078552772854,0.14349720477756792,3,0,0
11,1,118,Jennifer Grey,24.0,0.1756774074992961,1.0599285711257347,1.0,0.18296680193443712,0.1756774074992962,0.6479921447227146,0.3520078552772854,0.18040087783305297,1,0,0
11,1,119,Rick Fox,22.0,0.1008377879499551,0.6744999998072857,1.0,0.12444653113629098,0.10083778794995514,0.6479921447227146,0.3520078552772854,0.11613606808147667,4,0,0
11,1,120,Kurt Warner,19.0,0.0643047690072021,0.09635714282961225,1.0,0.06980693065524239,0.06430476900720213,0.6479921447227146,0.3520078552772854,0.0678701265341268,5,0,0
11,1,121,Margaret Cho,15.0,0.0535353233612313,-0.6744999998072857,1.0,0.0322938288680182,0.05353532336123132,0.6479921447227146,0.3520078552772854,0.03977100178745842,10,1,0
11,1,122,Michael Bolton,16.0,0.0549633804403517,-0.4817857141480612,1.0,0.03915743993031844,0.054963380440351726,0.6479921447227146,0.3520078552772854,0.044721255149895625,9,0,0
11,1,123,Brandy,23.0,0.1298772814628769,0.8672142854665101,1.0,0.15089593703556603,0.12987728146287694,0.6479921447227146,0.3520078552772854,0.1434972051666118,2,0,0
11,1,124,The Situation,15.0,0.0535353233612313,-0.6744999998072857,1.0,0.0322938288680182,0.05353532336123132,0.6479921447227146,0.3520078552772854,0.03977100178745842,10,0,0
11,1,125,Audrina Patridge,19.0,0.0643047588966633,0.09635714282961225,1.0,0.06980693065524239,0.06430475889666333,0.6479921447227146,0.3520078552772854,0.06787012297513773,6,0,0
11,1,126,Bristol Palin,18.0,0.0597756805496875,-0.09635714282961225,1.0,0.05757100250664108,0.05977568054968753,0.6479921447227146,0.3520078552772854,0.05834706649615078,8,0,0
11,2,116,Florence Henderson,19.0,0.0480969984238472,-0.67449999966275,1.0,0.04316941262956175,0.05125594454358722,0.6439827390386449,0.3560172609613551,0.04604835757226968,8,0,0
11,2,117,Kyle Massey,22.0,0.1207805969985254,0.337249999831375,1.0,0.11873358514265679,0.1287133040432794,0.6439827390386449,0.3560172609613551,0.12228653733082073,3,0,0
11,2,118,Jennifer Grey,24.0,0.3458973483467802,1.0117499994941248,1.0,0.23308010730313444,0.3686154206214663,0.6439827390386449,0.3560172609613551,0.28133301831426605,1,0,0
11,2,119,Rick Fox,21.0,0.0750905657979089,0.0,1.0,0.08474376745065236,0.08002241309045796,0.6439827390386449,0.3560172609613551,0.083062883803308,6,0,0
11,2,120,Kurt Warner,21.0,0.0542824022752254,0.0,1.0,0.08474376745065236,0.05784759739460462,0.6439827390386449,0.3560172609613551,0.07516826665694742,7,0,0
11,2,121,Margaret Cho,18.0,0.0457283080964616,-1.0117499994941248,0.7853125006323439,0.030811321501539698,0.03826959891296321,0.6439827390386449,0.3560172609613551,0.03346659699704464,9,0,0
11,2,122,Michael Bolton,12.0,0.0442065603973035,-3.035249998482375,0.05,0.004073009677469271,0.0023554993891921187,0.6439827390386449,0.3560172609613551,0.003461546368963892,11,1,1
11,2,123,Brandy,21.0,0.0987788534362511,0.0,1.0,0.08474376745065236,0.10526651557734848,0.6439827390386449,0.3560172609613551,0.09205022002611848,5,0,0
11,2,124,The Situation,18.0,0.0457283073176463,-1.0117499994941248,0.7853125006323439,0.030811321501539698,0.03826959826117987,0.6439827390386449,0.3560172609613551,0.033466596764998524,10,1,0
11,2,125,Audrina Patridge,23.0,0.0656799756297374,0.67449999966275,1.0,0.1663563547494844,0.06999374802633891,0.6439827390386449,0.3560172609613551,0.1320496034448139,2,0,0
11,2,126,Bristol Palin,22.0,0.0557300832803125,0.337249999831375,1.0,0.11873358514265679,0.059390360139582044,0.6439827390386449,0.3560172609613551,0.09760637272044873,4,0,0
11,3,116,Florence Henderson,20.0,0.0439821003010389,-1.0117499994941248,0.7853125006323439,0.03590738166901145,0.03787635242426517,0.6324389291376896,0.3675610708623104,0.036631098668309076,7,0,0
11,3,117,Kyle Massey,23.0,0.0897422840036125,0.0,1.0,0.0987600224082717,0.09841171314125277,0.6324389291376896,0.3675610708623104,0.09863199748109495,5,0,0
11,3,118,Jennifer Grey,24.0,0.4219438755208164,0.337249999831375,1.0,0.13837160987834926,0.4627051796206962,0.6324389291376896,0.3675610708623104,0.25758400408944215,1,0,0
11,3,119,Rick Fox,24.0,0.0713012896402832,0.337249999831375,1.0,0.13837160987834926,0.07818925204086036,0.6324389291376896,0.3675610708623104,0.11625091798458309,4,0,0
11,3,120,Kurt Warner,23.0,0.0507561237109167,0.0,1.0,0.0987600224082717,0.05565934879258926,0.6324389291376896,0.3675610708623104,0.08291789265920453,6,0,0
11,3,121,Margaret Cho,18.0,0.0428331346729148,-1.686249999156875,0.05,0.018291617452804013,0.0023485485182223893,0.6324389291376896,0.3675610708623104,0.012431565962377556,10,1,1
11,3,123,Brandy,24.0,0.0934958361655535,0.337249999831375,1.0,0.13837160987834926,0.10252787201466407,0.6324389291376896,0.3675610708623104,0.1251968472054652,3,0,0
11,3,124,The Situation,20.0,0.0434592544255183,-1.0117499994941248,0.7853125006323439,0.03590738166901145,0.037426089828589984,0.6324389291376896,0.3675610708623104,0.03646559966647346,8,0,0
11,3,125,Audrina Patridge,26.0,0.0974889704491725,1.0117499994941248,1.0,0.27163055541027553,0.10690675750902251,0.6324389291376896,0.3675610708623104,0.2110844998571842,2,0,0
11,3,126,Bristol Palin,19.0,0.0449971311101729,-1.3489999993255,0.363750000843125,0.025628189347306315,0.017948886109837286,0.6324389291376896,0.3675610708623104,0.02280557642586579,9,1,0
11,4,116,Florence Henderson,17.5,0.0372009488697118,-0.385428571318449,1.0,0.0494897207358823,0.037581732129861635,0.6023392685357255,0.3976607314642745,0.044754381276543874,6,0,0
11,4,117,Kyle Massey,20.0,0.0469842117423289,0.09635714282961225,1.0,0.0801220182048739,0.0474651349947296,0.6023392685357255,0.3976607314642745,0.06713565814018455,4,0,0
11,4,118,Jennifer Grey,28.0,0.6519270219368837,1.6380714281034081,1.0,0.3743776268715662,0.6586000478766875,0.6023392685357255,0.3976607314642745,0.4874017227070097,1,0,0
11,4,119,Rick Fox,19.5,0.0425108943203734,0.0,1.0,0.0727619793737439,0.04294602937533907,0.6023392685357255,0.3976607314642745,0.060905346888076,5,0,0
11,4,120,Kurt Warner,17.0,0.0382167893181431,-0.4817857141480612,1.0,0.044943576311181364,0.038607970566771684,0.6023392685357255,0.3976607314642745,0.04242415469659015,7,0,0
11,4,123,Brandy,24.0,0.0564135998754097,0.8672142854665101,1.0,0.1731932187924837,0.056991040911996714,0.6023392685357255,0.3976607314642745,0.1269841757387875,2,0,0
11,4,124,The Situation,14.0,0.036856101009122,-1.0599285711257347,0.7250892860928316,0.025210611226417014,0.026997506403494877,0.6023392685357255,0.3976607314642745,0.025921189269583783,9,1,1
11,4,125,Audrina Patridge,23.0,0.0525019522451652,0.6744999998072857,1.0,0.14283549125628997,0.05303935425096247,0.6023392685357255,0.3976607314642745,0.10712709373208523,3,0,0
11,4,126,Bristol Palin,16.0,0.0373884806828617,-0.6744999998072857,1.0,0.03706575722756153,0.037771183490156506,0.6023392685357255,0.3976607314642745,0.03734627755113916,8,1,0
11,5,116,Florence Henderson,21.0,0.0294552140198739,-0.8431249995784375,0.9960937505269531,0.04771104107784584,0.031211659959081473,0.5406270677775082,0.45937293222249176,0.04013167199346263,6,0,1
11,5,117,Kyle Massey,20.0,0.0380871306782839,-1.1803749994098125,0.5745312507377343,0.03405281972300949,0.023278038450773593,0.5406270677775082,0.45937293222249176,0.029103176855926494,7,1,0
11,5,118,Jennifer Grey,25.0,0.6867431058369083,0.5058749997470624,1.0,0.1838578380280807,0.7305480351665185,0.5406270677775082,0.45937293222249176,0.4349925169048569,1,0,0
11,5,119,Rick Fox,24.0,0.0415640831795213,0.1686249999156875,1.0,0.13122492554327617,0.04421530997867516,0.5406270677775082,0.45937293222249176,0.09125506330981364,3,0,0
11,5,120,Kurt Warner,24.0,0.0394966118602649,0.1686249999156875,1.0,0.13122492554327617,0.04201596192958883,0.5406270677775082,0.45937293222249176,0.09024474234752704,4,0,0
11,5,123,Brandy,27.0,0.0770568000697347,1.1803749994098125,1.0,0.3609223503578987,0.08197198254878858,0.5406270677775082,0.45937293222249176,0.23278010195288523,2,0,0
11,5,125,Audrina Patridge,23.0,0.0416583238520222,-0.1686249999156875,1.0,0.09365921664546253,0.04431556193248895,0.5406270677775082,0.45937293222249176,0.07099207729338969,5,0,0
11,5,126,Bristol Palin,18.0,0.0459387305033904,-1.8548749990725624,0.05,0.017346883081150517,0.0024434500340849573,0.5406270677775082,0.45937293222249176,0.010500649342138426,8,1,0
11,6,117,Kyle Massey,29.9999,0.0471629248320887,0.0,1.0,0.07800886576478513,0.0508781191356017,0.45937293222249176,0.5406270677775082,0.06334124976803518,5,0,0
11,6,118,Jennifer Grey,29.0,0.5413517545156631,-0.33723313648820785,1.0,0.05567823671843996,0.5839959917366118,0.45937293222249176,0.5406270677775082,0.3413011154687101,2,0,0
11,6,119,Rick Fox,30.0,0.0478279809305912,3.372668631737392e-05,1.0,0.07801149678969839,0.051595564110270595,0.45937293222249176,0.5406270677775082,0.0637303285626113,4,0,0
11,6,120,Kurt Warner,21.9999,0.0768646898164647,-2.698134905396202,0.05,0.005252412939211659,0.004145979982927586,0.45937293222249176,0.5406270677775082,0.0046542453343634,7,1,0
11,6,123,Brandy,35.9999,0.2103572514596388,2.02360117904715,1.0,0.5901776911093848,0.22692785358213002,0.45937293222249176,0.5406270677775082,0.39379499657636874,1,0,0
11,6,125,Audrina Patridge,31.9998,0.0285558308009994,0.6744999996627331,1.0,0.1531353978843123,0.0308052769560388,0.45937293222249176,0.5406270677775082,0.08700042330599181,3,0,1
11,6,126,Bristol Palin,27.9998,0.047879567644554,-0.6745674530353678,1.0,0.039735898794167765,0.05165121449641941,0.45937293222249176,0.5406270677775082,0.046177640983919375,6,1,0
11,7,117,Kyle Massey,33.5,0.0440122298389135,-0.5620833329586111,1.0,0.07766494746688563,0.04447829798887204,0.39766073146427455,0.6023392685357254,0.057675325295147406,5,1,0
11,7,118,Jennifer Grey,36.5,0.6416870350419038,0.7869166661420555,1.0,0.29928731392210284,0.6484821892608327,0.39766073146427455,0.6023392685357254,0.5096210997100572,1,0,0
11,7,119,Rick Fox,34.5,0.0392160667693692,-0.11241666659172221,1.0,0.12176228926617806,0.03963134588053322,0.39766073146427455,0.6023392685357254,0.07229159690311968,4,0,1
11,7,120,Kurt Warner,35.0,0.0530678120912907,0.11241666659172221,1.0,0.15246026863830925,0.05362977446161958,0.39766073146427455,0.6023392685357254,0.09293078106689773,3,0,0
11,7,123,Brandy,36.5,0.1732084633500646,0.7869166661420555,1.0,0.29928731392210284,0.17504265689958912,0.39766073146427455,0.6023392685357254,0.22444987809168981,2,0,0
