season,week,contestant_id,celebrity_name,ballroom_partner,J_total,p_hat,V_hat,eliminated,uncertainty_width
10,3,108,Chad Ochocinco,Cheryl Burke,20.0,0.05650424171873345,565042.4171873345,0,1.0
10,3,109,Evan Lysacek,Anna Trebunskaya,26.0,0.23293875832391558,2329387.583239156,0,1.0
10,3,110,Pamela Anderson,Damian Whitewood,21.0,0.06984128370267301,698412.8370267301,0,1.0
10,3,111,Nicole Scherzinger,Derek Hough,23.0,0.2617136061168152,2617136.061168152,0,1.0
10,3,112,Erin Andrews,Maksim Chmerkoskiy,23.0,0.09624651750845403,962465.1750845403,0,1.0
10,3,113,Kate Gosselin,Tony Dovolani,15.0,0.048083149062592916,480831.49062592915,0,1.0
10,3,114,Jake Pavelka,Chelsie Hightower,21.0,0.06443779307458135,644377.9307458135,0,1.0
10,4,104,Aiden Turner,Edyta Sliwinska,16.5,0.0467600397005464,467600.397005464,1,0.13327343516022763
10,4,106,Niecy Nash,Louis van Amstel,18.0,0.052527587677150524,525275.8767715052,0,0.9973045822102427
10,4,108,Chad Ochocinco,Cheryl Burke,22.0,0.06488229973200364,648822.9973200364,0,0.9973045822102427
10,4,109,Evan Lysacek,Anna Trebunskaya,26.0,0.31235412393885154,3123541.2393885152,0,0.9973045822102427
10,4,110,Pamela Anderson,Damian Whitewood,23.5,0.08631447211270386,863144.7211270386,0,0.9973045822102427
10,4,111,Nicole Scherzinger,Derek Hough,25.0,0.26891205746678554,2689120.574667855,0,0.9973045822102427
10,4,112,Erin Andrews,Maksim Chmerkoskiy,19.5,0.0641534461219753,641534.4612197529,0,0.9973045822102427
10,4,113,Kate Gosselin,Tony Dovolani,16.0,0.049455457490303806,494554.57490303804,0,0.9973045822102427
10,4,114,Jake Pavelka,Chelsie Hightower,19.0,0.054640515759679424,546405.1575967942,0,0.9973045822102427
10,5,106,Niecy Nash,Louis van Amstel,18.0,0.04949330226927107,494933.0226927107,0,1.0
10,5,108,Chad Ochocinco,Cheryl Burke,18.0,0.051909841294981836,519098.41294981836,0,1.0
10,5,109,Evan Lysacek,Anna Trebunskaya,27.0,0.29120314397097474,2912031.439709747,0,1.0
10,5,110,Pamela Anderson,Damian Whitewood,21.0,0.06390427392352811,639042.7392352811,0,1.0
10,5,111,Nicole Scherzinger,Derek Hough,29.0,0.37412257563913237,3741225.7563913236,0,1.0
10,5,112,Erin Andrews,Maksim Chmerkoskiy,22.0,0.06076124489329549,607612.4489329549,0,1.0
10,5,113,Kate Gosselin,Tony Dovolani,15.0,0.04658371651605534,465837.1651605534,1,0.16329479768786126
10,5,114,Jake Pavelka,Chelsie Hightower,23.0,0.062021901492761,620219.01492761,0,1.0
10,6,106,Niecy Nash,Louis van Amstel,25.9998,0.0518759165748542,518759.165748542,0,1.0
10,6,108,Chad Ochocinco,Cheryl Burke,30.999899999999997,0.06868049929127164,686804.9929127163,0,1.0
10,6,109,Evan Lysacek,Anna Trebunskaya,27.0,0.12357312249294224,1235731.2249294224,0,1.0
10,6,110,Pamela Anderson,Damian Whitewood,29.9998,0.0676026016931001,676026.016931001,0,1.0
10,6,111,Nicole Scherzinger,Derek Hough,35.9999,0.5229786606598835,5229786.606598835,0,1.0
10,6,112,Erin Andrews,Maksim Chmerkoskiy,34.0,0.11208385801934412,1120838.5801934411,0,1.0
10,6,114,Jake Pavelka,Chelsie Hightower,24.999899999999997,0.05320534126860416,532053.4126860417,1,0.1660971386712095
10,7,106,Niecy Nash,Louis van Amstel,24.5,0.06063002049951033,606300.2049951033,0,0.9935691318327975
10,7,108,Chad Ochocinco,Cheryl Burke,26.0,0.07492367309848745,749236.7309848745,0,0.9935691318327975
10,7,109,Evan Lysacek,Anna Trebunskaya,27.0,0.20471409886118064,2047140.9886118064,0,0.9935691318327975
10,7,110,Pamela Anderson,Damian Whitewood,25.5,0.05419915233230776,541991.5233230776,1,0.16934619506966778
10,7,111,Nicole Scherzinger,Derek Hough,27.0,0.5285593696469442,5285593.696469442,0,0.9935691318327975
10,7,112,Erin Andrews,Maksim Chmerkoskiy,25.5,0.07697368556156968,769736.8556156968,0,0.9935691318327975
10,8,106,Niecy Nash,Louis van Amstel,21.5,0.05614649160134209,561464.9160134209,1,0.2300395256916996
10,8,108,Chad Ochocinco,Cheryl Burke,22.5,0.061609987034649864,616099.8703464987,0,1.0
10,8,109,Evan Lysacek,Anna Trebunskaya,26.5,0.16262535233112846,1626253.5233112846,0,1.0
10,8,111,Nicole Scherzinger,Derek Hough,29.5,0.6270237704237736,6270237.704237736,0,1.0
10,8,112,Erin Andrews,Maksim Chmerkoskiy,26.5,0.09259439860910613,925943.9860910614,0,1.0
10,9,108,Chad Ochocinco,Cheryl Burke,26.0,0.0604821965962722,604821.965962722,1,0.26991150442477874
10,9,109,Evan Lysacek,Anna Trebunskaya,29.5,0.2466485683357348,2466485.683357348,0,1.0
10,9,111,Nicole Scherzinger,Derek Hough,29.5,0.5983743990705314,5983743.990705313,0,1.0
10,9,112,Erin Andrews,Maksim Chmerkoskiy,28.0,0.09449483599746161,944948.3599746161,0,1.0
10,10,109,Evan Lysacek,Anna Trebunskaya,26.888699999999996,0.13197226075886473,1319722.6075886474,0,1.0
10,10,111,Nicole Scherzinger,Derek Hough,28.7777,0.7868445352229801,7868445.352229801,0,1.0
10,10,112,Erin Andrews,Maksim Chmerkoskiy,26.9998,0.08118320401815506,811832.0401815505,0,1.0
11,1,115,David Hasselhoff,Kym Johnson,15.0,0.05353228640312535,535322.8640312535,1,0.10058737151248165
11,1,116,Florence Henderson,Corky Ballas,18.0,0.061344700780813895,613447.007808139,0,1.0
11,1,117,Kyle Massey,Lacey Schwimmer,23.0,0.1289877874390437,1289877.874390437,0,1.0
11,1,118,Jennifer Grey,Derek Hough,24.0,0.16737007098733062,1673700.709873306,0,1.0
11,1,119,Rick Fox,Cheryl Burke,22.0,0.10292115144680698,1029211.5144680698,0,1.0
11,1,120,Kurt Warner,Anna Trebunskaya,19.0,0.06655743093586787,665574.3093586788,0,1.0
11,1,121,Margaret Cho,Louis van Amstel,15.0,0.05353228640312535,535322.8640312535,0,1.0
11,1,122,Michael Bolton,Chelsie Hightower,16.0,0.05533208704150273,553320.8704150273,0,1.0
11,1,123,Brandy,Maksim Chmerkoskiy,23.0,0.12898778624509932,1289877.8624509932,0,1.0
11,1,124,The Situation,Karina Smirnoff,15.0,0.05353228640312535,535322.8640312535,0,1.0
11,1,125,Audrina Patridge,Tony Dovolani,19.0,0.06655744050456419,665574.4050456419,0,1.0
11,1,126,Bristol Palin,Mark Ballas,18.0,0.061344685409594694,613446.854095947,0,1.0
11,2,116,Florence Henderson,Corky Ballas,19.0,0.05849890814764151,584989.0814764152,0,1.0
11,2,117,Kyle Massey,Lacey Schwimmer,22.0,0.11936737919869106,1193673.7919869106,0,1.0
11,2,118,Jennifer Grey,Derek Hough,24.0,0.2240094161894476,2240094.161894476,0,1.0
11,2,119,Rick Fox,Cheryl Burke,21.0,0.08859852629539701,885985.2629539701,0,1.0
11,2,120,Kurt Warner,Anna Trebunskaya,21.0,0.07245038450844589,724503.8450844589,0,1.0
11,2,121,Margaret Cho,Louis van Amstel,18.0,0.05343610746937956,534361.0746937956,0,1.0
11,2,122,Michael Bolton,Chelsie Hightower,12.0,0.04767929244208743,476792.9244208743,1,0.12751953928424517
11,2,123,Brandy,Maksim Chmerkoskiy,21.0,0.10024438362688463,1002443.8362688463,0,1.0
11,2,124,The Situation,Karina Smirnoff,18.0,0.05343611066610853,534361.1066610853,0,1.0
11,2,125,Audrina Patridge,Tony Dovolani,23.0,0.10129489185325721,1012948.9185325721,0,1.0
11,2,126,Bristol Palin,Mark Ballas,22.0,0.0809845996026596,809845.9960265959,0,1.0
11,3,116,Florence Henderson,Corky Ballas,20.0,0.053885892773413144,538858.9277341315,0,1.0
11,3,117,Kyle Massey,Lacey Schwimmer,23.0,0.09858358345920115,985835.8345920115,0,1.0
11,3,118,Jennifer Grey,Derek Hough,24.0,0.18728295980651585,1872829.5980651586,0,1.0
11,3,119,Rick Fox,Cheryl Burke,24.0,0.10447702420004058,1044770.2420004058,0,1.0
11,3,120,Kurt Warner,Anna Trebunskaya,23.0,0.0770794219925368,770794.219925368,0,1.0
11,3,121,Margaret Cho,Louis van Amstel,18.0,0.04941832352585213,494183.23525852134,1,0.11855203619909498
11,3,123,Brandy,Maksim Chmerkoskiy,24.0,0.11180333364048356,1118033.3364048356,0,1.0
11,3,124,The Situation,Karina Smirnoff,20.0,0.052769725415113544,527697.2541511355,0,1.0
11,3,125,Audrina Patridge,Tony Dovolani,26.0,0.2084208482128599,2084208.482128599,0,1.0
11,3,126,Bristol Palin,Mark Ballas,19.0,0.05627888697398332,562788.8697398332,0,1.0
11,4,116,Florence Henderson,Corky Ballas,17.5,0.05219043852394446,521904.3852394446,0,1.0
11,4,117,Kyle Massey,Lacey Schwimmer,20.0,0.07184394878218599,718439.4878218599,0,1.0
11,4,118,Jennifer Grey,Derek Hough,28.0,0.36997026310288533,3699702.6310288534,0,1.0
11,4,119,Rick Fox,Cheryl Burke,19.5,0.07111263255452754,711126.3255452755,0,1.0
11,4,120,Kurt Warner,Anna Trebunskaya,17.0,0.05642363884667002,564236.3884667002,0,1.0
11,4,123,Brandy,Maksim Chmerkoskiy,24.0,0.12203444647876673,1220344.4647876672,0,1.0
11,4,124,The Situation,Karina Smirnoff,14.0,0.048461999735154235,484619.99735154235,1,0.14400993171942894
11,4,125,Audrina Patridge,Tony Dovolani,23.0,0.15727139453018618,1572713.9453018617,0,1.0
11,4,126,Bristol Palin,Mark Ballas,16.0,0.050691237445679514,506912.37445679517,0,1.0
11,5,116,Florence Henderson,Corky Ballas,21.0,0.04509046049903313,450904.60499033134,1,0.13461538461538458
11,5,117,Kyle Massey,Lacey Schwimmer,20.0,0.05725325552037579,572532.5552037578,0,0.978021978021978
11,5,118,Jennifer Grey,Derek Hough,25.0,0.30441939411897784,3044193.9411897785,0,0.978021978021978
11,5,119,Rick Fox,Cheryl Burke,24.0,0.08568324372858924,856832.4372858923,0,0.978021978021978
11,5,120,Kurt Warner,Anna Trebunskaya,24.0,0.07765697603604174,776569.7603604174,0,0.978021978021978
11,5,123,Brandy,Maksim Chmerkoskiy,27.0,0.25938304720308136,2593830.472030814,0,0.978021978021978
11,5,125,Audrina Patridge,Tony Dovolani,23.0,0.10893964591135123,1089396.4591135124,0,0.978021978021978
11,5,126,Bristol Palin,Mark Ballas,18.0,0.06157397698254963,615739.7698254962,0,0.978021978021978
11,6,117,Kyle Massey,Lacey Schwimmer,29.999899999999997,0.07066304114740493,706630.4114740493,0,0.898553280131865
11,6,118,Jennifer Grey,Derek Hough,29.0,0.16149624254049386,1614962.4254049386,0,0.898553280131865
11,6,119,Rick Fox,Cheryl Burke,30.0,0.08262169076719704,826216.9076719704,0,0.898553280131865
11,6,120,Kurt Warner,Anna Trebunskaya,21.9999,0.10434044731701574,1043404.4731701574,0,0.898553280131865
11,6,123,Brandy,Maksim Chmerkoskiy,35.9999,0.449491664781233,4494916.64781233,0,0.898553280131865
11,6,125,Audrina Patridge,Tony Dovolani,31.9998,0.05603158830155046,560315.8830155046,1,0.13112535715269152
11,6,126,Bristol Palin,Mark Ballas,27.9998,0.075355325145105,753553.2514510499,0,0.898553280131865
11,7,117,Kyle Massey,Lacey Schwimmer,33.5,0.064653200056996,646532.00056996,0,0.985611510791367
11,7,118,Jennifer Grey,Derek Hough,36.5,0.2397663206223834,2397663.206223834,0,0.985611510791367
11,7,119,Rick Fox,Cheryl Burke,34.5,0.05985703698745163,598570.3698745163,1,0.16786570743405277
11,7,120,Kurt Warner,Anna Trebunskaya,35.0,0.09539706419975787,953970.6419975787,0,0.985611510791367
11,7,123,Brandy,Maksim Chmerkoskiy,36.5,0.4708770150068708,4708770.150068708,0,0.985611510791367
11,7,126,Bristol Palin,Mark Ballas,32.5,0.06944936312654033,694493.6312654034,0,0.985611510791367
11,8,117,Kyle Massey,Lacey Schwimmer,28.0,0.11585714688041696,1158571.4688041694,0,0.9962264150943396
11,8,118,Jennifer Grey,Derek Hough,28.5,0.2918454593928505,2918454.593928505,0,0.9962264150943396
11,8,120,Kurt Warner,Anna Trebunskaya,24.0,0.06433920686858458,643392.0686858457,1,0.2188679245283019
11,8,123,Brandy,Maksim Chmerkoskiy,28.5,0.45984539508390304,4598453.950839031,0,0.9962264150943396
11,8,126,Bristol Palin,Mark Ballas,23.5,0.06811279177424495,681127.9177424496,0,0.9962264150943396
11,9,117,Kyle Massey,Lacey Schwimmer,29.0,0.16275856069263442,1627585.606926344,0,0.9824561403508771
11,9,118,Jennifer Grey,Derek Hough,30.0,0.485408528448413,4854085.284484129,0,0.9824561403508771
11,9,123,Brandy,Maksim Chmerkoskiy,28.5,0.16714452560491494,1671445.2560491494,1,0.24999999999999997
11,9,126,Bristol Palin,Mark Ballas,26.5,0.18468838525403772,1846883.8525403773,0,0.9824561403508771
11,10,117,Kyle Massey,Lacey Schwimmer,27.333199999999998,0.1427962290191354,1427962.2901913542,0,1.0
11,10,118,Jennifer Grey,Derek Hough,30.0,0.7424651540606628,7424651.540606628,0,1.0
11,10,126,Bristol Palin,Mark Ballas,25.666600000000003,0.11473861692020183,1147386.1692020183,0,1.0
12,1,127,Ralph Macchio,Karina Smirnoff,24.0,0.19696127532190022,1969612.7532190022,0,1.0
12,1,128,Chelsea Kane,Mark Ballas,21.0,0.09787256101554098,978725.6101554098,0,1.0
12,1,129,Kirstie Alley,Maksim Chmerkoskiy,23.0,0.15103417981179,1510341.7981178998,0,1.0
12,1,130,Hines Ward,Kym Johnson,21.0,0.09787256189808313,978725.6189808314,0,1.0
12,1,131,Sugar Ray Leonard,Anna Trebunskaya,17.0,0.06293383037230348,629338.3037230348,0,1.0
12,1,132,Chris Jericho,Cheryl Burke,19.0,0.07386875198210689,738687.519821069,0,1.0
12,1,133,Petra Nemcova,Dmitry Chaplin,18.0,0.0673598059643023,673598.059643023,0,1.0
12,1,134,Mike Catherwood,Lacey Schwimmer,13.0,0.054861544819021626,548615.4481902162,0,1.0
12,1,135,Romeo,Chelsie Hightower,19.0,0.07386875198426211,738687.5198426212,0,1.0
12,1,136,Wendy Williams,Tony Dovolani,14.0,0.05600693072226298,560069.3072226298,0,1.0
12,1,137,Kendra Wilkinson,Louis van Amstel,18.0,0.0673598061084262,673598.0610842621,0,1.0
12,2,127,Ralph Macchio,Karina Smirnoff,21.0,0.13980280847147808,1398028.0847147808,0,1.0
12,2,128,Chelsea Kane,Mark Ballas,18.0,0.060981571139181324,609815.7113918132,0,1.0
12,2,129,Kirstie Alley,Maksim Chmerkoskiy,20.0,0.0950531363046157,950531.363046157,0,1.0
12,2,130,Hines Ward,Kym Johnson,23.0,0.16358092885176362,1635809.2885176362,0,1.0
12,2,131,Sugar Ray Leonard,Anna Trebunskaya,17.0,0.051192862702665994,511928.62702665996,0,1.0
12,2,132,Chris Jericho,Cheryl Burke,23.0,0.13875940331755213,1387594.0331755213,0,1.0
12,2,133,Petra Nemcova,Dmitry Chaplin,18.0,0.054308072511820876,543080.7251182088,0,1.0
12,2,134,Mike Catherwood,Lacey Schwimmer,17.0,0.04928834135935943,492883.41359359433,1,0.10311447811447808
12,2,135,Romeo,Chelsie Hightower,23.0,0.13875940329844835,1387594.0329844835,0,1.0
12,2,136,Wendy Williams,Tony Dovolani,17.0,0.04995321320673252,499532.13206732523,0,1.0
12,2,137,Kendra Wilkinson,Louis van Amstel,19.0,0.05832025883638198,583202.5883638198,0,1.0
12,3,127,Ralph Macchio,Karina Smirnoff,21.0,0.09271412755078766,927141.2755078765,0,1.0
12,3,128,Chelsea Kane,Mark Ballas,23.0,0.08542106000398884,854210.6000398884,0,1.0
12,3,129,Kirstie Alley,Maksim Chmerkoskiy,21.0,0.07633799437285989,763379.9437285989,0,1.0
12,3,130,Hines Ward,Kym Johnson,25.0,0.25047675349732385,2504767.5349732386,0,1.0
12,3,131,Sugar Ray Leonard,Anna Trebunskaya,20.0,0.05677365339683731,567736.5339683731,0,1.0
12,3,132,Chris Jericho,Cheryl Burke,21.0,0.09232799778648611,923279.977864861,0,1.0
12,3,133,Petra Nemcova,Dmitry Chaplin,25.0,0.13104215262150037,1310421.5262150038,0,1.0
12,3,135,Romeo,Chelsie Hightower,20.0,0.08227343968542358,822734.3968542358,0,1.0
12,3,136,Wendy Williams,Tony Dovolani,15.0,0.04881560805533519,488156.0805533519,1,0.12990654205607477
12,3,137,Kendra Wilkinson,Louis van Amstel,23.0,0.08381721302945708,838172.1302945708,0,1.0
12,4,127,Ralph Macchio,Karina Smirnoff,25.0,0.1330285706527281,1330285.706527281,0,0.9854368932038835
12,4,128,Chelsea Kane,Mark Ballas,26.0,0.17954811941552717,1795481.1941552716,0,0.9854368932038835
12,4,129,Kirstie Alley,Maksim Chmerkoskiy,22.0,0.06644582161643582,664458.2161643582,0,0.9854368932038835
12,4,130,Hines Ward,Kym Johnson,25.0,0.2499723946532075,2499723.946532075,0,0.9854368932038835
12,4,131,Sugar Ray Leonard,Anna Trebunskaya,21.0,0.049258925886370965,492589.25886370963,1,0.12028047464940668
12,4,132,Chris Jericho,Cheryl Burke,23.0,0.08202611379477488,820261.1379477489,0,0.9854368932038835
12,4,133,Petra Nemcova,Dmitry Chaplin,23.0,0.09794688655229046,979468.8655229046,0,0.9854368932038835
12,4,135,Romeo,Chelsie Hightower,23.0,0.07795113474617757,779511.3474617756,0,0.9854368932038835
12,4,137,Kendra Wilkinson,Louis van Amstel,18.0,0.06382203268248747,638220.3268248747,0,0.9854368932038835
12,5,127,Ralph Macchio,Karina Smirnoff,22.0,0.0725690012088539,725690.012088539,0,1.0
12,5,128,Chelsea Kane,Mark Ballas,26.0,0.1852205074672583,1852205.074672583,0,1.0
12,5,129,Kirstie Alley,Maksim Chmerkoskiy,23.0,0.060767776583662815,607677.7658366282,0,1.0
12,5,130,Hines Ward,Kym Johnson,27.0,0.33265917743122786,3326591.7743122787,0,1.0
12,5,132,Chris Jericho,Cheryl Burke,26.0,0.11591239614003948,1159123.9614003948,0,1.0
12,5,133,Petra Nemcova,Dmitry Chaplin,22.0,0.06000427531945295,600042.7531945296,1,0.13659793814432986
12,5,135,Romeo,Chelsie Hightower,26.0,0.11286259053005178,1128625.9053005178,0,1.0
12,5,137,Kendra Wilkinson,Louis van Amstel,22.0,0.06000427531945295,600042.7531945296,0,1.0
12,6,127,Ralph Macchio,Karina Smirnoff,24.0,0.06359243234157129,635924.3234157129,0,1.0
12,6,128,Chelsea Kane,Mark Ballas,28.0,0.2605125185858919,2605125.1858589193,0,1.0
12,6,129,Kirstie Alley,Maksim Chmerkoskiy,26.0,0.0772540678801633,772540.678801633,0,1.0
12,6,130,Hines Ward,Kym Johnson,27.0,0.2737747911463112,2737747.911463112,0,1.0
12,6,132,Chris Jericho,Cheryl Burke,22.0,0.06628669705944976,662866.9705944975,1,0.1634920634920635
12,6,135,Romeo,Chelsie Hightower,28.0,0.19233028028981602,1923302.8028981602,0,1.0
12,6,137,Kendra Wilkinson,Louis van Amstel,25.0,0.06624921269679648,662492.1269679648,0,1.0
12,7,127,Ralph Macchio,Karina Smirnoff,33.0,0.16313741771607054,1631374.1771607054,0,0.9946949602122015
12,7,128,Chelsea Kane,Mark Ballas,32.0,0.2191607966739854,2191607.966739854,0,0.9946949602122015
12,7,129,Kirstie Alley,Maksim Chmerkoskiy,30.0,0.06717248919371564,671724.8919371564,0,0.9946949602122015
12,7,130,Hines Ward,Kym Johnson,33.0,0.3873210627421434,3873210.627421434,0,0.9946949602122015
12,7,135,Romeo,Chelsie Hightower,30.0,0.09868826437426853,986882.6437426853,0,0.9946949602122015
12,7,137,Kendra Wilkinson,Louis van Amstel,30.5,0.06451996929981642,645199.6929981642,1,0.17152961980548187
12,8,127,Ralph Macchio,Karina Smirnoff,23.0,0.1090768972260754,1090768.972260754,0,0.9769230769230769
12,8,128,Chelsea Kane,Mark Ballas,27.5,0.323898928146816,3238989.28146816,0,0.9769230769230769
12,8,129,Kirstie Alley,Maksim Chmerkoskiy,26.5,0.10709842285238313,1070984.2285238313,0,0.9769230769230769
12,8,130,Hines Ward,Kym Johnson,27.0,0.37392577762557316,3739257.7762557315,0,0.9769230769230769
12,8,135,Romeo,Chelsie Hightower,26.0,0.08599997414915232,859999.7414915232,1,0.2
12,9,127,Ralph Macchio,Karina Smirnoff,24.0,0.07691697421874184,769169.7421874184,1,0.29574468085106387
12,9,128,Chelsea Kane,Mark Ballas,36.5,0.5830874811348801,5830874.811348801,0,1.0
12,9,129,Kirstie Alley,Maksim Chmerkoskiy,27.0,0.08773587183999304,877358.7183999304,0,1.0
12,9,130,Hines Ward,Kym Johnson,30.0,0.25225967280638517,2522596.7280638516,0,1.0
12,10,128,Chelsea Kane,Mark Ballas,29.666600000000003,0.587241607253975,5872416.0725397505,0,1.0
12,10,129,Kirstie Alley,Maksim Chmerkoskiy,27.999899999999997,0.0746572807776847,746572.807776847,0,1.0
12,10,130,Hines Ward,Kym Johnson,29.666600000000003,0.33810111196834036,3381011.1196834035,0,1.0
13,1,138,Elisabetta Canalis,Valentin Chmerkovskiy,15.0,0.05360691968761834,536069.1968761834,0,1.0
13,1,139,David Arquette,Kym Johnson,18.0,0.06547284611157264,654728.4611157264,0,1.0
13,1,140,Ricki Lake,Derek Hough,20.0,0.09029727276044063,902972.7276044063,0,1.0
13,1,141,J.R. Martinez,Karina Smirnoff,22.0,0.1580105383690457,1580105.3836904569,0,1.0
13,1,142,Metta World Peace (Ron),Peta Murgatroyd,14.0,0.05238119565045073,523811.95650450734,1,0.10215053763440862
13,1,143,Hope Solo,Maksim Chmerkoskiy,21.0,0.1158927954419398,1158927.954419398,0,1.0
13,1,144,Chynna Phillips,Tony Dovolani,22.0,0.1580105372478354,1580105.372478354,0,1.0
13,1,145,Kristin Cavallari,Mark Ballas,19.0,0.07480042981177278,748004.2981177277,0,1.0
13,1,146,Carson Kressley,Anna Trebunskaya,17.0,0.05974557232451817,597455.7232451817,0,1.0
13,1,147,Chaz Bono,Lacey Schwimmer,17.0,0.05974557192417309,597455.7192417309,0,1.0
13,1,148,Nancy Grace,Tristan MacManus,16.0,0.056018160827211845,560181.6082721185,0,1.0
13,1,149,Rob Kardashian,Cheryl Burke,16.0,0.05601815984342091,560181.5984342091,0,1.0
13,2,138,Elisabetta Canalis,Valentin Chmerkovskiy,21.0,0.04429626716053684,442962.67160536844,1,0.08764777823073787
13,2,139,David Arquette,Kym Johnson,18.0,0.05774918195874308,577491.8195874308,0,0.9461883408071747
13,2,140,Ricki Lake,Derek Hough,23.0,0.1799246959217512,1799246.959217512,0,0.9461883408071747
13,2,141,J.R. Martinez,Karina Smirnoff,22.0,0.16579031923944193,1657903.1923944193,0,0.9461883408071747
13,2,143,Hope Solo,Maksim Chmerkoskiy,19.0,0.0680625482562798,680625.4825627981,0,0.9461883408071747
13,2,144,Chynna Phillips,Tony Dovolani,21.0,0.11827444723213082,1182744.4723213082,0,0.9461883408071747
13,2,145,Kristin Cavallari,Mark Ballas,22.0,0.10612488239323012,1061248.8239323013,0,0.9461883408071747
13,2,146,Carson Kressley,Anna Trebunskaya,18.0,0.05774918195874313,577491.8195874313,0,0.9461883408071747
13,2,147,Chaz Bono,Lacey Schwimmer,17.0,0.06223348689147853,622334.8689147853,0,0.9461883408071747
13,2,148,Nancy Grace,Tristan MacManus,21.0,0.06989749188625988,698974.9188625987,0,0.9461883408071747
13,2,149,Rob Kardashian,Cheryl Burke,21.0,0.06989749710140458,698974.9710140459,0,0.9461883408071747
13,3,139,David Arquette,Kym Johnson,24.0,0.06474176539052703,647417.6539052704,0,0.9578059071729959
13,3,140,Ricki Lake,Derek Hough,27.0,0.24542131261080752,2454213.126108075,0,0.9578059071729959
13,3,141,J.R. Martinez,Karina Smirnoff,26.0,0.1706258140341254,1706258.1403412542,0,0.9578059071729959
13,3,143,Hope Solo,Maksim Chmerkoskiy,24.0,0.06850480492806788,685048.0492806787,0,0.9578059071729959
13,3,144,Chynna Phillips,Tony Dovolani,26.0,0.1376154348985236,1376154.348985236,0,0.9578059071729959
13,3,145,Kristin Cavallari,Mark Ballas,24.0,0.04917009887392102,491700.98873921024,1,0.09873417721518987
13,3,146,Carson Kressley,Anna Trebunskaya,23.0,0.058435432312507855,584354.3231250786,0,0.9578059071729959
13,3,147,Chaz Bono,Lacey Schwimmer,18.0,0.07448655457012354,744865.5457012354,0,0.9578059071729959
13,3,148,Nancy Grace,Tristan MacManus,21.0,0.06182832672202229,618283.267220223,0,0.9578059071729959
13,3,149,Rob Kardashian,Cheryl Burke,24.0,0.06917045565937385,691704.5565937385,0,0.9578059071729959
13,4,139,David Arquette,Kym Johnson,23.0,0.05621702188083302,562170.2188083301,0,0.9952153110047847
13,4,140,Ricki Lake,Derek Hough,29.0,0.45514293194530137,4551429.319453014,0,0.9952153110047847
13,4,141,J.R. Martinez,Karina Smirnoff,26.0,0.1476929773530895,1476929.7735308951,0,0.9952153110047847
13,4,143,Hope Solo,Maksim Chmerkoskiy,24.0,0.06285277881061488,628527.7881061488,0,0.9952153110047847
13,4,144,Chynna Phillips,Tony Dovolani,21.0,0.05251692525013852,525169.2525013852,1,0.12174375332270068
13,4,146,Carson Kressley,Anna Trebunskaya,20.0,0.057301614245353835,573016.1424535384,0,0.9952153110047847
13,4,147,Chaz Bono,Lacey Schwimmer,21.0,0.05251692525013852,525169.2525013852,0,0.9952153110047847
13,4,148,Nancy Grace,Tristan MacManus,21.0,0.05251692525013851,525169.2525013852,0,0.9952153110047847
13,4,149,Rob Kardashian,Cheryl Burke,24.0,0.06324190001439188,632419.0001439188,0,0.9952153110047847
13,5,139,David Arquette,Kym Johnson,25.0,0.08186597367210474,818659.7367210474,0,1.0
13,5,140,Ricki Lake,Derek Hough,24.0,0.25396986108464453,2539698.6108464454,0,1.0
13,5,141,J.R. Martinez,Karina Smirnoff,28.0,0.3469744554464776,3469744.554464776,0,1.0
13,5,143,Hope Solo,Maksim Chmerkoskiy,24.0,0.07206605897155764,720660.5897155764,0,1.0
13,5,146,Carson Kressley,Anna Trebunskaya,19.0,0.05033558800308105,503355.8800308105,1,0.14893617021276598
13,5,147,Chaz Bono,Lacey Schwimmer,21.0,0.052829264581743744,528292.6458174374,0,1.0
13,5,148,Nancy Grace,Tristan MacManus,22.0,0.05563622251331703,556362.2251331703,0,1.0
13,5,149,Rob Kardashian,Cheryl Burke,25.0,0.0863225757270737,863225.7572707371,0,1.0
13,6,139,David Arquette,Kym Johnson,23.0,0.06520883191154689,652088.3191154689,0,1.0
13,6,140,Ricki Lake,Derek Hough,29.0,0.31587457272431957,3158745.7272431958,0,1.0
13,6,141,J.R. Martinez,Karina Smirnoff,29.0,0.3903844986369081,3903844.986369081,0,1.0
13,6,143,Hope Solo,Maksim Chmerkoskiy,20.0,0.05461485173875585,546148.5173875585,0,1.0
13,6,147,Chaz Bono,Lacey Schwimmer,19.0,0.049798476684629445,497984.76684629446,1,0.17125645438898454
13,6,148,Nancy Grace,Tristan MacManus,24.0,0.061556919510503336,615569.1951050333,0,1.0
13,6,149,Rob Kardashian,Cheryl Burke,22.0,0.06256184879333679,625618.4879333678,0,1.0
13,7,139,David Arquette,Kym Johnson,23.5,0.05460077031171915,546007.7031171916,1,0.17292377701934017
13,7,140,Ricki Lake,Derek Hough,26.5,0.48745405453507185,4874540.545350718,0,0.9897610921501707
13,7,141,J.R. Martinez,Karina Smirnoff,24.0,0.20002935814149359,2000293.5814149359,0,0.9897610921501707
13,7,143,Hope Solo,Maksim Chmerkoskiy,25.0,0.08428722774112893,842872.2774112893,0,0.9897610921501707
13,7,148,Nancy Grace,Tristan MacManus,22.0,0.0648396781615485,648396.781615485,0,0.9897610921501707
