contestant_key,season,celebrity_name,age,age_z,region,country_group,industry,industry_consolidated,ballroom_partner,mean_J_z,mean_p_hat,mean_p_hat_z,max_week,eliminated_any,elim_week,duration,event,finalist
20||chris soules||witney carson,20,Chris Soules,33,-0.2550533604610553,Midwest,US,TV Personality,Tv Personality,Witney Carson,-0.9436956797013106,0.05174831627387731,-0.42399694362333995,8,1,8.0,8,1,0
20||michael sam||peta murgatroyd,20,Michael Sam,25,-0.8766952097208253,South,US,Athlete,Athlete,Peta Murgatroyd,-0.5361689871478729,0.0452495521345593,-0.4639974906915706,4,1,4.0,4,1,0
20||nastia liukin||derek hough,20,Nastia Liukin,25,-0.8766952097208253,International,International,Athlete,Athlete,Derek Hough,1.0893872789971462,0.21748021699505238,0.5960995783286621,9,1,9.0,9,1,0
20||noah galloway||sharna burgess,20,Noah Galloway,33,-0.2550533604610553,South,US,Motivational Speaker,Other_Industry,Sharna Burgess,-0.5523750572846825,0.07621957910035183,-0.2733738590606555,10,0,,10,0,1
20||patti labelle||artem chigvintsev,20,Patti LaBelle,70,2.620040192365381,Northeast,US,Singer/Rapper,Singer/Rapper,Artem Chigvintsev,-0.7810333344657154,0.044233059826654965,-0.470254103108203,6,1,6.0,6,1,0
20||redfoo||emma slater,20,Redfoo,39,0.21117802648377215,West,US,Singer/Rapper,Singer/Rapper,Emma Slater,-0.4248357832191624,0.0414179351320734,-0.48758147881141867,2,1,2.0,2,1,0
20||riker lynch||allison holker,20,Riker Lynch,23,-1.0321056720357678,West,US,Actor/Actress,Actor/Actress,Allison Holker,0.9863934966822878,0.22411633800711622,0.6369455707670632,10,0,,10,0,1
20||robert herjavec||kym johnson,20,Robert Herjavec,52,1.2213460315308984,International,International,Entrepreneur,Other_Industry,Kym Johnson,-0.5613078832299239,0.053103695100810186,-0.41565445058931805,8,1,8.0,8,1,0
20||rumer willis||valentin chmerkovskiy,20,Rumer Willis,26,-0.7989899785633541,South,US,Actor/Actress,Actor/Actress,Valentin Chmerkovskiy,0.7759986053387545,0.2916017856392889,1.0523252901354638,10,0,,10,0,1
20||suzanne somers||tony dovolani,20,Suzanne Somers,68,2.4646297300504383,West,US,Actor/Actress,Actor/Actress,Tony Dovolani,-0.6864059638142133,0.04364689694163668,-0.4738619946348347,5,1,5.0,5,1,0
20||willow shields||mark ballas,20,Willow Shields,14,-1.731452752453009,West,US,Actor/Actress,Actor/Actress,Mark Ballas,0.720800992317921,0.0572037030431825,-0.3904184892337188,7,1,7.0,7,1,0
21||alek skarlatos||lindsay arnold,21,Alek Skarlatos,22,-1.109810903193239,West,US,Military,Other_Industry,Lindsay Arnold,-0.5171887195245282,0.05784980166438038,-0.38644168722122774,11,0,,11,0,1
21||alexa penavega||mark ballas,21,Alexa PenaVega,27,-0.7212847474058828,South,US,Actor/Actress,Actor/Actress,Mark Ballas,0.36114410357387083,0.06967722998670497,-0.3136426760306296,9,1,9.0,9,1,0
21||andy grammer||allison holker,21,Andy Grammer,31,-0.4104638227759978,West,US,Singer/Rapper,Singer/Rapper,Allison Holker,0.12001368395347556,0.05457609188235806,-0.40659170027236347,8,1,8.0,8,1,0
21||bindi irwin||derek hough,21,Bindi Irwin,17,-1.4983370589805953,International,International,TV Personality,Tv Personality,Derek Hough,0.9177581873739915,0.4429261614950036,1.9837420471101772,11,0,,11,0,1
21||carlos penavega||witney carson,21,Carlos PenaVega,26,-0.7989899785633541,Midwest,US,Actor/Actress,Actor/Actress,Witney Carson,0.5449560540026959,0.06628159032097122,-0.3345431797824381,11,1,11.0,11,1,0
21||chaka khan||keo motsepe,21,Chaka Khan,62,1.9983983431056107,Midwest,US,Singer/Rapper,Singer/Rapper,Keo Motsepe,-1.7239228679526342,0.0472826757105557,-0.4514834105443708,2,1,2.0,2,1,0
21||gary busey||anna trebunskaya,21,Gary Busey,71,2.6977454235228517,South,US,Actor/Actress,Actor/Actress,Anna Trebunskaya,-1.3974711630096275,0.04818564482756005,-0.44592554478842394,4,1,4.0,4,1,0
21||hayes grier||emma slater,21,Hayes Grier,15,-1.6537475212955377,South,US,Social Media Personality,Other_Industry,Emma Slater,0.1485560705199567,0.055105994194013096,-0.40333009823472654,7,1,7.0,7,1,0
21||kim zolciak-biermann||tony dovolani,21,Kim Zolciak-Biermann,37,0.05576756416882966,South,US,TV Personality,Tv Personality,Tony Dovolani,-1.237977265067832,0.0474212609608157,-0.4506304043870233,2,0,,2,0,1
21||nick carter||sharna burgess,21,Nick Carter,35,-0.09964289814611284,Northeast,US,Singer/Rapper,Singer/Rapper,Sharna Burgess,0.47275807752171756,0.1513740767162852,0.18920963448198752,11,0,,11,0,1
21||paula deen||louis van amstel,21,Paula Deen,68,2.4646297300504383,South,US,TV Personality,Tv Personality,Louis van Amstel,-1.4938795625553674,0.04604473639429953,-0.45910305157549075,6,1,6.0,6,1,0
21||tamar braxton||valentin chmerkovskiy,21,Tamar Braxton,38,0.1334727953263009,South,US,Singer/Rapper,Singer/Rapper,Valentin Chmerkovskiy,0.155970385856881,0.09949553045827121,-0.13010803683803088,9,0,,9,0,1
21||victor espinoza||karina smirnoff,21,Victor Espinoza,43,0.5219989511136571,International,International,Athlete,Athlete,Karina Smirnoff,-0.8890948349226317,0.046963829198215054,-0.45344594290452533,2,1,2.0,2,1,0
22||antonio brown||sharna burgess,22,Antonio Brown,27,-0.7212847474058828,South,US,Athlete,Athlete,Sharna Burgess,-0.3604776170407875,0.05646423056126962,-0.3949700167525375,9,1,9.0,9,1,0
22||doug flutie||karina smirnoff,22,Doug Flutie,53,1.2990512626883695,South,US,Athlete,Athlete,Karina Smirnoff,-1.1320875052940567,0.0453307016265749,-0.46349800740438774,6,1,6.0,6,1,0
22||geraldo rivera||edyta sliwinska,22,Geraldo Rivera,72,2.775450654680323,Northeast,US,Journalist,Other_Industry,Edyta Sliwinska,-2.173856257391052,0.048874814253082696,-0.44168363764229124,2,1,2.0,2,1,0
22||ginger zee||valentin chmerkovskiy,22,Ginger Zee,35,-0.09964289814611284,West,US,News Anchor,Other_Industry,Valentin Chmerkovskiy,0.19771578502329532,0.10496647499070125,-0.09643382285122937,10,0,,10,0,1
22||jodie sweetin||keo motsepe,22,Jodie Sweetin,34,-0.17734812930358407,West,US,Actor/Actress,Actor/Actress,Keo Motsepe,0.11027684329423271,0.05481714409703724,-0.4051079996406019,8,1,8.0,8,1,0
22||kim fields||sasha farber,22,Kim Fields,46,0.7551146445860708,Northeast,US,Actor/Actress,Actor/Actress,Sasha Farber,-0.29294299563017745,0.04710435121469674,-0.45258101575624016,7,1,7.0,7,1,0
22||marla maples||tony dovolani,22,Marla Maples,52,1.2213460315308984,South,US,TV Personality,Tv Personality,Tony Dovolani,-0.1873712390042099,0.0546882659954488,-0.4059012573213143,4,1,4.0,4,1,0
22||mischa barton||artem chigvintsev,22,Mischa Barton,30,-0.48816905393346904,International,International,Actor/Actress,Actor/Actress,Artem Chigvintsev,-1.511444404001865,0.0467744937658529,-0.4546113215382976,3,1,3.0,3,1,0
22||nyle dimarco||peta murgatroyd,22,Nyle DiMarco,26,-0.7989899785633541,Northeast,US,Model,Model,Peta Murgatroyd,0.6861713704675,0.20515899349133643,0.5202612081196613,10,0,,10,0,1
22||paige vanzant||mark ballas,22,Paige VanZant,22,-1.109810903193239,West,US,Athlete,Athlete,Mark Ballas,0.7735314193264583,0.13516888980230787,0.0894650787471106,10,0,,10,0,1
22||von miller||witney carson,22,Von Miller,27,-0.7212847474058828,South,US,Athlete,Athlete,Witney Carson,-0.30245387956777076,0.04965854872243212,-0.4368596731379422,7,1,7.0,7,1,0
22||wanya morris||lindsay arnold,22,Wanya Morris,42,0.4442937199561859,Northeast,US,Singer/Rapper,Singer/Rapper,Lindsay Arnold,0.7088590999772456,0.35491005624710503,1.4419940646852636,9,1,9.0,9,1,0
23||amber rose||maksim chmerkoskiy,23,Amber Rose,32,-0.33275859161852656,Northeast,US,Model,Model,Maksim Chmerkoskiy,-0.7481929905969597,0.0383664605429099,-0.5063636118931331,6,1,6.0,6,1,0
23||babyface||allison holker,23,Babyface,57,1.6098721873182544,Midwest,US,Singer/Rapper,Singer/Rapper,Allison Holker,-0.34730605107773205,0.04371512722454325,-0.47344203037942023,4,1,4.0,4,1,0
23||calvin johnson jr.||lindsay arnold,23,Calvin Johnson Jr.,30,-0.48816905393346904,South,US,Athlete,Athlete,Lindsay Arnold,0.1452799584583602,0.0501460450042679,-0.4338590844799876,11,0,,11,0,1
23||jake t. austin||jenna johnson,23,Jake T. Austin,21,-1.1875161343507104,Northeast,US,Actor/Actress,Actor/Actress,Jenna Johnson,-1.0675807366796675,0.04239770606209635,-0.481550890169902,2,1,2.0,2,1,0
23||james hinchcliffe||sharna burgess,23,James Hinchcliffe,29,-0.5658742850909403,International,International,Racing Driver,Other_Industry,Sharna Burgess,0.9414265958917807,0.19214484413221938,0.44015780956071987,11,0,,11,0,1
23||jana kramer||gleb savchenko,23,Jana Kramer,32,-0.33275859161852656,Midwest,US,Singer/Rapper,Singer/Rapper,Gleb Savchenko,0.17180404967224963,0.04932474061419436,-0.43891429562601464,11,1,11.0,11,1,0
23||laurie hernandez||valentin chmerkovskiy,23,Laurie Hernandez,16,-1.5760422901380664,Northeast,US,Athlete,Athlete,Valentin Chmerkovskiy,1.041400015641136,0.5080736753167491,2.384731548673841,11,0,,11,0,1
23||marilu henner||derek hough,23,Marilu Henner,64,2.153808805420553,Midwest,US,Actor/Actress,Actor/Actress,Derek Hough,-0.3430918754616652,0.04552101035308298,-0.46232663804723173,9,1,9.0,9,1,0
23||maureen mccormick||artem chigvintsev,23,Maureen McCormick,60,1.8429878807906683,West,US,Actor/Actress,Actor/Actress,Artem Chigvintsev,-0.5031494080438051,0.03835762639916263,-0.5064179869366329,7,1,7.0,7,1,0
23||rick perry||emma slater,23,Rick Perry,66,2.3092192677354957,South,US,Politician,Other_Industry,Emma Slater,-1.6222024788491822,0.04118723513329723,-0.4890014605128403,3,1,3.0,3,1,0
23||ryan lochte||cheryl burke,23,Ryan Lochte,32,-0.33275859161852656,Northeast,US,Athlete,Athlete,Cheryl Burke,-0.7667695040302908,0.03808326920210084,-0.5081066830855179,8,1,8.0,8,1,0
23||terra jole||sasha farber,23,Terra Jole,36,-0.02193766698864159,South,US,TV Personality,Tv Personality,Sasha Farber,0.24589443301411507,0.04512318380800594,-0.464775300454453,10,1,10.0,10,1,0
23||vanilla ice||witney carson,23,Vanilla Ice,48,0.9105251069010133,South,US,Singer/Rapper,Singer/Rapper,Witney Carson,-0.533445330234106,0.03897769622744743,-0.5026013947630787,4,1,4.0,4,1,0
24||bonner bolton||sharna burgess,24,Bonner Bolton,29,-0.5658742850909403,South,US,Athlete,Athlete,Sharna Burgess,-0.8715147030583518,0.050956137504309926,-0.4288728836450467,8,1,8.0,8,1,0
24||charo||keo motsepe,24,Charo,66,2.3092192677354957,International,International,Actor/Actress,Actor/Actress,Keo Motsepe,-0.9614043715187964,0.04730190351523473,-0.4513650614722097,3,1,3.0,3,1,0
24||chris kattan||witney carson,24,Chris Kattan,46,0.7551146445860708,West,US,Comedian,Comedian,Witney Carson,-1.763395627446629,0.04744380651978295,-0.45049163420344435,2,1,2.0,2,1,0
24||david ross||lindsay arnold,24,David Ross,40,0.2888832576412434,South,US,Athlete,Athlete,Lindsay Arnold,-0.6740014287507229,0.0883527924175606,-0.19869271046386636,10,0,,10,0,1
24||erika jayne||gleb savchenko,24,Erika Jayne,45,0.6774094134285996,South,US,Singer/Rapper,Singer/Rapper,Gleb Savchenko,-0.426327442920572,0.04648416883485522,-0.45639830069594894,5,1,5.0,5,1,0
24||heather morris||maksim chmerkoskiy,24,Heather Morris,30,-0.48816905393346904,West,US,Actor/Actress,Actor/Actress,Maksim Chmerkoskiy,0.8248468957483769,0.067857652478995,-0.3248423586442973,6,1,6.0,6,1,0
24||mr. t||kym herjavec,24,Mr. T,64,2.153808805420553,Midwest,US,Actor/Actress,Actor/Actress,Kym Herjavec,-1.3829202977696005,0.0449397810781558,-0.4659041627074201,4,1,4.0,4,1,0
24||nancy kerrigan||artem chigvintsev,24,Nancy Kerrigan,47,0.8328198757435421,Northeast,US,Athlete,Athlete,Artem Chigvintsev,0.38761209098065896,0.059526924906542614,-0.37611882494323556,7,1,7.0,7,1,0
24||nick viall||peta murgatroyd,24,Nick Viall,36,-0.02193766698864159,Midwest,US,TV Personality,Tv Personality,Peta Murgatroyd,-0.6289069589598977,0.04971343426927129,-0.436521847075534,7,1,7.0,7,1,0
24||normani||valentin chmerkovskiy,24,Normani,20,-1.2652213655081814,South,US,Singer/Rapper,Singer/Rapper,Valentin Chmerkovskiy,0.9201786594816486,0.19988539108987474,0.48780165480204507,10,0,,10,0,1
24||rashad jennings||emma slater,24,Rashad Jennings,32,-0.33275859161852656,South,US,Athlete,Athlete,Emma Slater,0.7356158950404244,0.2640419559465379,0.8826917657938653,10,0,,10,0,1
24||simone biles||sasha farber,24,Simone Biles,20,-1.2652213655081814,Midwest,US,Athlete,Athlete,Sasha Farber,0.8853879825831809,0.24986086491654985,0.7954057238536775,9,1,9.0,9,1,0
25||barbara corcoran||keo motsepe,25,Barbara Corcoran,68,2.4646297300504383,Northeast,US,Entrepreneur,Other_Industry,Keo Motsepe,-1.8622653545664485,0.04490013178242235,-0.4661482081114705,2,1,2.0,2,1,0
25||debbie gibson||alan bersten,25,Debbie Gibson,47,0.8328198757435421,Northeast,US,Singer/Rapper,Singer/Rapper,Alan Bersten,-0.41474999118829137,0.04624373040936225,-0.4578782233935208,2,1,2.0,2,1,0
25||derek fisher||sharna burgess,25,Derek Fisher,43,0.5219989511136571,South,US,Athlete,Athlete,Sharna Burgess,-0.6374005612533754,0.0427132563254722,-0.47960864655373603,4,1,4.0,4,1,0
25||drew scott||emma slater,25,Drew Scott,39,0.21117802648377215,International,International,TV Personality,Tv Personality,Emma Slater,-0.6054802992938082,0.04255716874220765,-0.48056938133150184,10,1,10.0,10,1,0
25||frankie muniz||witney carson,25,Frankie Muniz,31,-0.4104638227759978,Northeast,US,Actor/Actress,Actor/Actress,Witney Carson,0.20923884608184004,0.050331389674278915,-0.4327182693899667,10,0,,10,0,1
25||jordan fisher||lindsay arnold,25,Jordan Fisher,23,-1.0321056720357678,South,US,Actor/Actress,Actor/Actress,Lindsay Arnold,1.3125623802192776,0.5745965874498162,2.7941867652119456,10,0,,10,0,1
25||lindsey stirling||mark ballas,25,Lindsey Stirling,31,-0.4104638227759978,West,US,Musician,Other_Industry,Mark Ballas,0.872698943910786,0.11161977743127263,-0.055482076991873006,10,0,,10,0,1
25||nick lachey||peta murgatroyd,25,Nick Lachey,43,0.5219989511136571,South,US,Singer/Rapper,Singer/Rapper,Peta Murgatroyd,-1.1019478250321475,0.04047110711262953,-0.49340930052418797,6,1,6.0,6,1,0
25||nikki bella||artem chigvintsev,25,Nikki Bella,33,-0.2550533604610553,West,US,Athlete,Athlete,Artem Chigvintsev,-0.2259721252073102,0.043272398419474244,-0.4761670707141635,7,1,7.0,7,1,0
25||sasha pieterse||gleb savchenko,25,Sasha Pieterse,21,-1.1875161343507104,International,International,Actor/Actress,Actor/Actress,Gleb Savchenko,-0.43812055078922113,0.0414608693228136,-0.48731721454813365,5,1,5.0,5,1,0
25||terrell owens||cheryl burke,25,Terrell Owens,43,0.5219989511136571,South,US,Athlete,Athlete,Cheryl Burke,-0.5364560918816315,0.03857456540692335,-0.5050827055192989,8,1,8.0,8,1,0
25||vanessa lachey||maksim chmerkoskiy,25,Vanessa Lachey,36,-0.02193766698864159,International,International,TV Personality,Tv Personality,Maksim Chmerkoskiy,0.27530799375722964,0.059683213691866084,-0.3751568517465557,7,1,7.0,7,1,0
25||victoria arlen||valentin chmerkovskiy,25,Victoria Arlen,22,-1.109810903193239,Unknown,US,Athlete,Athlete,Valentin Chmerkovskiy,0.21800239852051342,0.04182146889046344,-0.48509768793209695,9,1,9.0,9,1,0
26||adam rippon||jenna johnson,26,Adam Rippon,28,-0.6435795162484116,Northeast,US,Athlete,Athlete,Jenna Johnson,1.3629419926261106,0.515503280831022,2.4304615180497176,4,0,,4,0,1
26||arike ogunbowale||gleb savchenko,26,Arike Ogunbowale,21,-1.1875161343507104,Midwest,US,Athlete,Athlete,Gleb Savchenko,0.09747108366377019,0.061738805643858,-0.36250447648473283,2,1,2.0,2,1,0
26||chris mazdzer||witney carson,26,Chris Mazdzer,29,-0.5658742850909403,Northeast,US,Athlete,Athlete,Witney Carson,-0.24970675728167335,0.06368702146542303,-0.3505130121079749,3,1,3.0,3,1,0
26||jamie anderson||artem chigvintsev,26,Jamie Anderson,27,-0.7212847474058828,West,US,Athlete,Athlete,Artem Chigvintsev,-0.8451542547285166,0.0577687978909137,-0.3869402735960824,1,1,1.0,1,1,0
26||jennie finch daigle||keo motsepe,26,Jennie Finch Daigle,37,0.05576756416882966,West,US,Athlete,Athlete,Keo Motsepe,-0.8019066973253978,0.0656064083935329,-0.3386989924706871,3,1,3.0,3,1,0
26||johnny damon||emma slater,26,Johnny Damon,44,0.5997041822711283,Midwest,US,Athlete,Athlete,Emma Slater,-1.267731382092775,0.0615117020849986,-0.36390232173665665,1,1,1.0,1,1,0
26||josh norman||sharna burgess,26,Josh Norman,30,-0.48816905393346904,South,US,Athlete,Athlete,Sharna Burgess,0.3138798022193592,0.10583848668762147,-0.09106650313028838,4,0,,4,0,1
26||kareem abdul-jabbar||lindsay arnold,26,Kareem Abdul-Jabbar,71,2.6977454235228517,Northeast,US,Athlete,Athlete,Lindsay Arnold,-1.6232285660401828,0.060107991231507604,-0.3725423032564576,2,1,2.0,2,1,0
26||mirai nagasu||alan bersten,26,Mirai Nagasu,25,-0.8766952097208253,West,US,Athlete,Athlete,Alan Bersten,0.7362580086360081,0.1376071668291924,0.10447291914390273,3,1,3.0,3,1,0
26||tonya harding||sasha farber,26,Tonya Harding,47,0.8328198757435421,West,US,Athlete,Athlete,Sasha Farber,-0.14920505997364225,0.08773926153358415,-0.20246905477736973,4,0,,4,0,1
27||alexis ren||alan bersten,27,Alexis Ren,21,-1.1875161343507104,West,US,Social Media Personality,Other_Industry,Alan Bersten,0.5307039434265,0.10205436452175194,-0.11435815575267202,9,0,,9,0,1
27||bobby bones||sharna burgess,27,Bobby Bones,38,0.1334727953263009,South,US,Radio Personality,Other_Industry,Sharna Burgess,-0.8405158855404531,0.07867208943254914,-0.25827841123775985,9,0,,9,0,1
27||danelle umstead||artem chigvintsev,27,Danelle Umstead,46,0.7551146445860708,West,US,Athlete,Athlete,Artem Chigvintsev,-1.0312772386008924,0.04833519456695805,-0.44500505109737903,2,1,2.0,2,1,0
27||demarcus ware||lindsay arnold,27,DeMarcus Ware,36,-0.02193766698864159,South,US,Athlete,Athlete,Lindsay Arnold,0.27513745253347915,0.0873337618399179,-0.20496494618609423,7,1,7.0,7,1,0
27||evanna lynch||keo motsepe,27,Evanna Lynch,27,-0.7212847474058828,International,International,Actor/Actress,Actor/Actress,Keo Motsepe,0.5035643779821164,0.09296451951292911,-0.17030706624144326,9,0,,9,0,1
27||joe amabile||jenna johnson,27,Joe Amabile,32,-0.33275859161852656,Midwest,US,TV Personality,Tv Personality,Jenna Johnson,-1.8434055072364905,0.05843176478115631,-0.3828596456906341,8,1,8.0,8,1,0
27||john schneider||emma slater,27,John Schneider,58,1.6875774184757257,Northeast,US,Actor/Actress,Actor/Actress,Emma Slater,-0.6795152453493429,0.05163219305758944,-0.42471169370185635,7,1,7.0,7,1,0
27||juan pablo di pace||cheryl burke,27,Juan Pablo Di Pace,39,0.21117802648377215,International,International,Actor/Actress,Actor/Actress,Cheryl Burke,0.9988182817015712,0.3088114190520692,1.1582523151201178,8,1,8.0,8,1,0
27||mary lou retton||sasha farber,27,Mary Lou Retton,50,1.0659355692159558,South,US,Athlete,Athlete,Sasha Farber,0.09640248518925786,0.057106961933476086,-0.3910139404963416,6,1,6.0,6,1,0
27||milo manheim||witney carson,27,Milo Manheim,17,-1.4983370589805953,West,US,Actor/Actress,Actor/Actress,Witney Carson,0.8549660320574772,0.1492698765001215,0.17625807046408346,9,0,,9,0,1
27||nancy mckeon||valentin chmerkovskiy,27,Nancy McKeon,52,1.2213460315308984,Northeast,US,Actor/Actress,Actor/Actress,Valentin Chmerkovskiy,-0.5222900875760651,0.047467214720747,-0.4503475543715914,3,1,3.0,3,1,0
27||nikki glaser||gleb savchenko,27,Nikki Glaser,34,-0.17734812930358407,Midwest,US,Comedian,Comedian,Gleb Savchenko,-0.8604259665172094,0.0446814013239568,-0.4674945160881168,1,1,1.0,1,1,0
27||tinashe||brandon armstrong,27,Tinashe,25,-0.8766952097208253,South,US,Singer/Rapper,Singer/Rapper,Brandon Armstrong,1.0150779844928182,0.16406249728112635,0.26730813954308946,4,1,4.0,4,1,0
28||ally brooke||sasha farber,28,Ally Brooke,26,-0.7989899785633541,South,US,Singer/Rapper,Singer/Rapper,Sasha Farber,0.8069047281869378,0.17123290417691203,0.31144271534619605,11,0,,11,0,1
28||hannah brown||alan bersten,28,Hannah Brown,24,-0.9544004408782966,South,US,TV Personality,Tv Personality,Alan Bersten,0.41773433106985874,0.24721659782915645,0.7791299939113759,11,0,,11,0,1
28||james van der beek||emma slater,28,James Van Der Beek,42,0.4442937199561859,Northeast,US,Actor/Actress,Actor/Actress,Emma Slater,0.5534700370289933,0.33821418670134973,1.3392293079879833,10,1,10.0,10,1,0
28||karamo brown||jenna johnson,28,Karamo Brown,38,0.1334727953263009,South,US,TV Personality,Tv Personality,Jenna Johnson,-0.3320889580231278,0.03592020725895956,-0.5214205469545952,7,1,7.0,7,1,0
28||kate flannery||pasha pashkov,28,Kate Flannery,55,1.454461725003312,Northeast,US,Actor/Actress,Actor/Actress,Pasha Pashkov,0.10890311469734403,0.021794552887596748,-0.6083653706838884,8,1,8.0,8,1,0
28||kel mitchell||witney carson,28,Kel Mitchell,41,0.36658848879871464,Midwest,US,Actor/Actress,Actor/Actress,Witney Carson,0.45070520191153596,0.08769551135073256,-0.202738341554191,11,0,,11,0,1
28||lamar odom||peta murgatroyd,28,Lamar Odom,39,0.21117802648377215,Northeast,US,Athlete,Athlete,Peta Murgatroyd,-1.9436554580174674,0.00300635813920725,-0.7240085994961447,4,1,4.0,4,1,0
28||lauren alaina||gleb savchenko,28,Lauren Alaina,24,-0.9544004408782966,South,US,Singer/Rapper,Singer/Rapper,Gleb Savchenko,0.04059167365415939,0.08111368498057946,-0.2432501450094646,11,0,,11,0,1
28||mary wilson||brandon armstrong,28,Mary Wilson,75,3.008566348152737,West,US,Singer/Rapper,Singer/Rapper,Brandon Armstrong,-0.41946165206275554,0.01838004948526465,-0.6293819826321952,2,1,2.0,2,1,0
28||ray lewis||cheryl burke,28,Ray Lewis,44,0.5997041822711283,South,US,Athlete,Athlete,Cheryl Burke,-0.771339063687449,0.0072245502200753,-0.6980452028785061,2,0,,2,0,1
28||sailor brinkley-cook||valentin chmerkovskiy,28,Sailor Brinkley-Cook,21,-1.1875161343507104,Northeast,US,Model,Model,Valentin Chmerkovskiy,0.48163277595912907,0.09392620764544539,-0.16438777903775145,6,1,6.0,6,1,0
28||sean spicer||lindsay arnold,28,Sean Spicer,48,0.9105251069010133,Northeast,US,Politician,Other_Industry,Lindsay Arnold,-1.7433523618820777,0.011713633280182387,-0.6704144450313911,9,1,9.0,9,1,0
29||aj mclean||cheryl burke,29,AJ McLean,42,0.4442937199561859,South,US,Singer/Rapper,Singer/Rapper,Cheryl Burke,0.08432655187811794,0.033533434387530744,-0.5361113740931199,9,1,9.0,9,1,0
29||anne heche||keo motsepe,29,Anne Heche,51,1.143640800373427,Midwest,US,Actor/Actress,Actor/Actress,Keo Motsepe,-0.6222847134125313,0.002674980388359125,-0.7260482628899845,4,1,4.0,4,1,0
29||carole baskin||pasha pashkov,29,Carole Baskin,59,1.765282649633197,South,US,TV Personality,Tv Personality,Pasha Pashkov,-1.87080156633296,0.0005143259634136666,-0.7393473082423645,3,1,3.0,3,1,0
29||charles oakley||emma slater,29,Charles Oakley,56,1.5321669561607834,Midwest,US,Athlete,Athlete,Emma Slater,-1.6599808657422945,0.00047544037005245,-0.7395866529814836,2,1,2.0,2,1,0
29||chrishell stause||gleb savchenko,29,Chrishell Stause,39,0.21117802648377215,South,US,Actor/Actress,Actor/Actress,Gleb Savchenko,-0.47029985813687203,0.004486302000041375,-0.7148993961469297,8,1,8.0,8,1,0
29||jeannie mai||brandon armstrong,29,Jeannie Mai,41,0.36658848879871464,West,US,TV Personality,Tv Personality,Brandon Armstrong,-0.08830690517042934,0.009936542816183199,-0.6813526156167239,7,0,,7,0,1
29||jesse metcalfe||sharna burgess,29,Jesse Metcalfe,41,0.36658848879871464,West,US,Actor/Actress,Actor/Actress,Sharna Burgess,-0.34130128868358156,0.03794793968162616,-0.5089396498985028,5,1,5.0,5,1,0
29||johnny weir||britt stewart,29,Johnny Weir,36,-0.02193766698864159,Northeast,US,Athlete,Athlete,Britt Stewart,0.47634761755284727,0.09679940647976189,-0.14670295116207424,10,1,10.0,10,1,0
29||justina machado||sasha farber,29,Justina Machado,48,0.9105251069010133,Midwest,US,Actor/Actress,Actor/Actress,Sasha Farber,0.38223571138648144,0.1833628083006137,0.3861034955240363,11,0,,11,0,1
29||kaitlyn bristowe||artem chigvintsev,29,Kaitlyn Bristowe,35,-0.09964289814611284,International,International,TV Personality,Tv Personality,Artem Chigvintsev,0.7812676861361338,0.25596622170786043,0.8329848091172317,11,0,,11,0,1
29||monica aldama||valentin chmerkovskiy,29,Monica Aldama,48,0.9105251069010133,South,US,TV Personality,Tv Personality,Valentin Chmerkovskiy,-0.021996565034730242,0.032066958183442275,-0.545137682660188,7,1,7.0,7,1,0
29||nelly||daniella karagach,29,Nelly,45,0.6774094134285996,South,US,Singer/Rapper,Singer/Rapper,Daniella Karagach,-0.7681128243681219,0.029293384705520686,-0.5622093064447129,11,0,,11,0,1
29||nev schulman||jenna johnson,29,Nev Schulman,35,-0.09964289814611284,Northeast,US,Producer,Other_Industry,Jenna Johnson,0.9875392289594104,0.2845494736399204,1.008917600300425,11,0,,11,0,1
29||skai jackson||alan bersten,29,Skai Jackson,18,-1.420631827823124,Northeast,US,Actor/Actress,Actor/Actress,Alan Bersten,-0.06781722788768643,0.08839544978257206,-0.198430150090791,10,1,10.0,10,1,0
29||veron davis||peta murgatroyd,29,Veron Davis,36,-0.02193766698864159,South,US,Athlete,Athlete,Peta Murgatroyd,-0.39898930045416786,0.004751892401031633,-0.7132646605098251,6,1,6.0,6,1,0
2||drew lachey||cheryl burke,2,Drew Lachey,29,-0.5658742850909403,Midwest,US,Singer/Rapper,Singer/Rapper,Cheryl Burke,0.941036064284139,0.3368634942915968,1.3309156603231687,8,0,,8,0,1
2||george hamilton||edyta sliwinska,2,George Hamilton,66,2.3092192677354957,South,US,Actor/Actress,Actor/Actress,Edyta Sliwinska,-0.40816944396790106,0.029505551126434316,-0.560903400779556,6,1,6.0,6,1,0
2||giselle fernandez||jonathan roberts,2,Giselle Fernandez,44,0.5997041822711283,International,International,News Anchor,Other_Industry,Jonathan Roberts,0.386161915410104,0.10140333371878824,-0.11836531584012071,3,1,3.0,3,1,0
2||jerry rice||anna trebunskaya,2,Jerry Rice,43,0.5219989511136571,South,US,Athlete,Athlete,Anna Trebunskaya,-0.6446004393194951,0.1036168510859105,-0.10474089376050791,8,0,,8,0,1
2||kenny mayne||andrea hale,2,Kenny Mayne,46,0.7551146445860708,West,US,Sports Broadcaster,Other_Industry,Andrea Hale,-1.6536710167730493,0.0044007012308088,-0.7154262774931919,1,1,1.0,1,1,0
