season,week,contestant_id,celebrity_name,ballroom_partner,J_total,p_hat,V_hat,judge_share,fan_judge_gap,momentum,popularity_score,eliminated
9,5,90,Melissa Joan Hart,Mark Ballas,23.0,0.03403632224351494,340363.22243514936,0.09504132231404959,-0.06100500007053465,-0.005858277305281191,-3.023248342823152,0
9,5,91,Mark Dacascos,Lacey Schwimmer,26.0,0.03489591369065202,348959.13690652023,0.10743801652892562,-0.0725421028382736,-0.003751812863783982,-2.9770332156381714,0
9,5,93,Natalie Coughlin,Alec Mazo,22.0,0.03191361491317064,319136.14913170645,0.09090909090909091,-0.05899547599592027,-0.007790429556914162,-2.983058244532341,1
9,5,94,Louie Vito,Chelsie Hightower,22.0,0.03405168758897832,340516.8758897832,0.09090909090909091,-0.05685740332011259,-0.005286978881953494,-3.003283596309523,0
9,5,95,Michael Irvin,Anna Demidova,21.0,0.03604584631812932,360458.4631812932,0.08677685950413223,-0.05073101318600291,-0.0032928201528024947,-3.0177270263364915,0
9,5,96,Joanna Krupa,Derek Hough,24.0,0.047561827848108675,475618.2784810868,0.09917355371900827,-0.05161172587089959,-0.0486488085664342,-2.470092816789453,0
9,5,100,Aaron Carter,Karina Smirnoff,24.0,0.07308293949304229,730829.3949304229,0.09917355371900827,-0.02609061422596598,-0.06907925246928667,-2.206553242025441,0
9,5,101,Mya,Dmitry Chaplin,27.0,0.63484309037534,6348430.903753401,0.1115702479338843,0.5232728424414558,0.15166118166302023,-2.006119888812233,0
9,5,102,Donny Osmond,Kym Johnson,29.0,0.039140463623404106,391404.63623404107,0.11983471074380166,-0.08069424712039755,-0.0029805799618547665,-2.865853754389275,0
9,5,103,Kelly Osbourne,Louis van Amstel,24.0,0.034428293905659664,344282.93905659666,0.09917355371900827,-0.06474525981334861,-0.004972221904709272,-2.9413430203836612,0
9,6,90,Melissa Joan Hart,Mark Ballas,23.9999,0.02909464348487953,290946.4348487953,0.09230762721870961,-0.06321298373383008,-0.006063708876890506,-3.094664078921293,1
9,6,91,Mark Dacascos,Lacey Schwimmer,32.0,0.031904853314183204,319048.53314183204,0.12307734911390078,-0.09117249579971758,-0.004141427501471638,-3.052703681081861,0
9,6,94,Louie Vito,Chelsie Hightower,24.0,0.029094258868163553,290942.5886816355,0.09230801183542559,-0.06321375296726203,-0.0060799653679557975,-3.0786020141536667,1
9,6,95,Michael Irvin,Anna Demidova,21.9998,0.03678736242121432,367873.6242121432,0.08461490828237482,-0.0478275458611605,-0.0004467593197874514,-3.078774349451927,0
9,6,96,Joanna Krupa,Derek Hough,35.9999,0.03862657584841057,386265.7584841057,0.13846163313642237,-0.09983505728801181,-0.010503159452889814,-2.5852192085178674,0
9,6,100,Aaron Carter,Karina Smirnoff,32.9998,0.047511314860119294,475113.1486011929,0.12692274704027823,-0.07941143218015893,-0.027980852594014824,-2.2884746586869964,0
9,6,101,Mya,Dmitry Chaplin,33.0,0.7229054958193016,7229054.958193016,0.12692351627371018,0.5959819795455914,0.06713437853579607,-1.6957713935288339,0
9,6,102,Donny Osmond,Kym Johnson,30.999899999999997,0.032512227209784555,325122.27209784556,0.11923079733737539,-0.08671857012759084,-0.007918527964913546,-2.940802697876662,0
9,6,103,Kelly Osbourne,Louis van Amstel,24.9998,0.03156326817394332,315632.68173943314,0.09615340976180302,-0.0645901415878597,-0.0039999774578726235,-3.0268497273890786,0
9,7,91,Mark Dacascos,Lacey Schwimmer,21.5,0.03406487474644723,340648.7474644723,0.1225071225071225,-0.08844224776067527,0.00018881043387430907,-3.1311623727161364,1
9,7,95,Michael Irvin,Anna Demidova,23.5,0.035083784483706665,350837.84483706666,0.1339031339031339,-0.09881934941942724,-0.003976450114425316,-3.1235396606123054,1
9,7,96,Joanna Krupa,Derek Hough,27.5,0.04313267394950604,431326.7394950604,0.15669515669515668,-0.11356248274565064,0.002119591872945123,-2.718938316000718,0
9,7,100,Aaron Carter,Karina Smirnoff,26.5,0.04705462313522979,470546.2313522979,0.150997150997151,-0.10394252786192121,-0.003392133097333931,-2.440137204694998,0
9,7,101,Mya,Dmitry Chaplin,24.5,0.7693720895252296,7693720.895252296,0.1396011396011396,0.62977094992409,0.0018025656308671145,-1.4215124701317563,0
9,7,102,Donny Osmond,Kym Johnson,26.0,0.035852834893826825,358528.34893826826,0.14814814814814814,-0.11229531325432132,0.0013318706675463365,-3.037869966013452,0
9,7,103,Kelly Osbourne,Louis van Amstel,26.0,0.03543911926605383,354391.1926605383,0.14814814814814814,-0.1127090288820943,0.0019257446065263154,-3.11263202872294,0
9,8,96,Joanna Krupa,Derek Hough,26.0,0.03559181110198617,355918.1110198617,0.1984732824427481,-0.16288147134076192,-0.010744990555122506,-2.8038455473617803,0
9,8,100,Aaron Carter,Karina Smirnoff,25.0,0.03520577826511609,352057.7826511609,0.19083969465648856,-0.15563391639137247,-0.015344316120861803,-2.5633989953021104,1
9,8,101,Mya,Dmitry Chaplin,29.5,0.8597953765641078,8597953.765641078,0.22519083969465647,0.6346045368694513,0.03327017771878793,-1.1896460890971012,0
9,8,102,Donny Osmond,Kym Johnson,25.0,0.03520577826511609,352057.7826511609,0.19083969465648856,-0.15563391639137247,-0.0033103986189127813,-3.0959625005160776,0
9,8,103,Kelly Osbourne,Louis van Amstel,25.5,0.034201255803673954,342012.55803673953,0.1946564885496183,-0.16045523274594437,-0.0038704724238907834,-3.158093423971027,0
9,9,96,Joanna Krupa,Derek Hough,27.0,0.02643108382312254,264310.8382312254,0.2531258701201785,-0.22669478629705597,-0.010459488591361154,-2.910204376451248,1
9,9,101,Mya,Dmitry Chaplin,28.9999,0.8894541410997945,8894541.410997944,0.27187499707030244,0.617579144029492,-0.0017155582978986006,-0.9819290417323219,0
9,9,102,Donny Osmond,Kym Johnson,24.666600000000003,0.048306784020841924,483067.84020841925,0.23125016992245911,-0.18294338590161718,0.011816330956343477,-3.1460790113310835,0
9,9,103,Kelly Osbourne,Louis van Amstel,25.9998,0.035807991056241134,358079.91056241136,0.2437489628870599,-0.20794097183081878,0.0003587159329163092,-3.2015733224132314,0
9,10,101,Mya,Dmitry Chaplin,28.333199999999998,0.9090809781929314,9090809.781929314,0.34320309320309317,0.5658778849898383,-0.004520643963007442,-0.8089726991905376,0
9,10,102,Donny Osmond,Kym Johnson,28.9998,0.048774103688457776,487741.03688457777,0.35127769056340485,-0.30250358687494705,-0.0008441444069503673,-3.1228998635185805,0
9,10,103,Kelly Osbourne,Louis van Amstel,25.2222,0.04214491811861078,421449.1811861078,0.305519216233502,-0.2633742981148912,0.005364788369957671,-3.2271754972550863,0
10,1,104,Aiden Turner,Edyta Sliwinska,15.0,0.06262042621110783,626204.2621110784,0.07177033492822966,-0.009149908717121832,-0.02828866469798308,-2.3978952727983707,0
10,1,105,Shannen Doherty,Mark Ballas,18.0,0.07225280239373334,722528.0239373334,0.0861244019138756,-0.013871599520142261,-0.01865628851535757,-2.3978952727983707,0
10,1,106,Niecy Nash,Louis van Amstel,18.0,0.07225280161539627,722528.0161539627,0.0861244019138756,-0.013871600298479336,-0.018656289293694645,-2.3978952727983707,0
10,1,107,Buzz Aldrin,Ashly DelGrosso,14.0,0.060996182342173175,609961.8234217317,0.06698564593301436,-0.005989463590841182,-0.029912908566917737,-2.3978952727983707,0
10,1,108,Chad Ochocinco,Cheryl Burke,18.0,0.07225280239373326,722528.0239373326,0.0861244019138756,-0.013871599520142344,-0.018656288515357652,-2.3978952727983707,0
10,1,109,Evan Lysacek,Anna Trebunskaya,23.0,0.12889050402675709,1288905.0402675709,0.11004784688995216,0.018842657136804927,0.037981413117666174,-2.3978952727983707,0
10,1,110,Pamela Anderson,Damian Whitewood,21.0,0.09570872915180073,957087.2915180073,0.10047846889952153,-0.004769739747720797,0.004799638242709819,-2.3978952727983707,0
10,1,111,Nicole Scherzinger,Derek Hough,25.0,0.1889937822689899,1889937.8226898992,0.11961722488038277,0.06937655738860714,0.098084691359899,-2.3978952727983707,0
10,1,112,Erin Andrews,Maksim Chmerkoskiy,21.0,0.09570872911271752,957087.2911271752,0.10047846889952153,-0.004769739786804006,0.0047996382036266105,-2.3978952727983707,0
10,1,113,Kate Gosselin,Tony Dovolani,16.0,0.0650122312939527,650122.312939527,0.07655502392344497,-0.011542792629492274,-0.025896859615138212,-2.3978952727983707,0
10,1,114,Jake Pavelka,Chelsie Hightower,20.0,0.0853110091896382,853110.091896382,0.09569377990430622,-0.010382770714668019,-0.0055980817194527105,-2.3978952727983707,0
10,2,104,Aiden Turner,Edyta Sliwinska,19.0,0.040164583571378344,401645.83571378345,0.08636363636363636,-0.04619905279225802,-0.02245584263972949,-2.4724489695981826,0
10,2,105,Shannen Doherty,Mark Ballas,20.0,0.024464057424494295,244640.57424494295,0.09090909090909091,-0.06644503348459661,-0.047788744969239044,-2.443833051295755,1
10,2,106,Niecy Nash,Louis van Amstel,21.0,0.042243645651117004,422436.45651117,0.09545454545454546,-0.053210899803428455,-0.030009155964279263,-2.4438330534502377,0
10,2,107,Buzz Aldrin,Ashly DelGrosso,12.0,0.06082769378813067,608276.9378813066,0.05454545454545454,0.006282239242676124,-0.00016848855404250768,-2.4777050185030682,0
10,2,108,Chad Ochocinco,Cheryl Burke,16.0,0.04264587560631248,426458.7560631248,0.07272727272727272,-0.030081397120960245,-0.02960692678742078,-2.4438330512957553,0
10,2,109,Evan Lysacek,Anna Trebunskaya,24.0,0.08327703840021931,832770.3840021931,0.10909090909090909,-0.025813870690689772,-0.04561346562653777,-2.3280746264495726,0
10,2,110,Pamela Anderson,Damian Whitewood,22.0,0.0502660927368123,502660.92736812297,0.1,-0.04973390726318771,-0.045442636414988434,-2.3876053724338004,0
10,2,111,Nicole Scherzinger,Derek Hough,28.0,0.5122575027073877,5122575.027073877,0.12727272727272726,0.3849847754346604,0.3232637204383978,-2.2515244507409604,0
10,2,112,Erin Andrews,Maksim Chmerkoskiy,23.0,0.05139573270584385,513957.3270584385,0.10454545454545454,-0.05314972183961069,-0.044312996406873674,-2.3876053725154716,0
10,2,113,Kate Gosselin,Tony Dovolani,15.0,0.04719133015176702,471913.3015176702,0.06818181818181818,-0.020990488030051158,-0.01782090114218568,-2.464952188845865,0
10,2,114,Jake Pavelka,Chelsie Hightower,20.0,0.04526644725653695,452664.4725653695,0.09090909090909091,-0.04564264365255396,-0.04004456193310125,-2.4106065719298475,0
10,3,104,Aiden Turner,Edyta Sliwinska,20.0,0.03262815988646134,326281.5988646134,0.09852216748768473,-0.0658940076012234,-0.008543653286654664,-2.620913111150119,0
10,3,106,Niecy Nash,Louis van Amstel,21.0,0.03284264483811391,328426.4483811391,0.10344827586206896,-0.07060563102395506,-0.010460368210887493,-2.5879267098162138,0
10,3,107,Buzz Aldrin,Ashly DelGrosso,13.0,0.034587509826688026,345875.09826688026,0.06403940886699508,-0.029451899040307053,-0.027765593870895777,-2.542106035557996,1
10,3,108,Chad Ochocinco,Cheryl Burke,20.0,0.032729949566850235,327299.49566850235,0.09852216748768473,-0.0657922179208345,-0.01098538038165315,-2.5860313836310582,0
10,3,109,Evan Lysacek,Anna Trebunskaya,26.0,0.05020190235835779,502019.0235835779,0.12807881773399016,-0.07787691537563238,-0.03516352065246454,-2.3595761846126155,0
10,3,110,Pamela Anderson,Damian Whitewood,21.0,0.03408015807035516,340801.5807035516,0.10344827586206896,-0.06936811779171381,-0.017446485431989955,-2.50816920391589,0
10,3,111,Nicole Scherzinger,Derek Hough,23.0,0.6815929082176344,6815929.0821763445,0.11330049261083744,0.568292415606797,0.1564892391975261,-1.935005129672102,0
10,3,112,Erin Andrews,Maksim Chmerkoskiy,23.0,0.034836471467595796,348364.714675958,0.11330049261083744,-0.07846402114324164,-0.017848140613589372,-2.503724324263289,0
10,3,113,Kate Gosselin,Tony Dovolani,15.0,0.03302056405845929,330205.6405845929,0.07389162561576355,-0.040871061557304265,-0.01535420932731419,-2.5826707683742383,0
10,3,114,Jake Pavelka,Chelsie Hightower,21.0,0.033479731709484,334797.31709484,0.10344827586206896,-0.06996854415258497,-0.012921887422076977,-2.547523097462829,0
10,4,104,Aiden Turner,Edyta Sliwinska,16.5,0.026488638321207122,264886.3832120712,0.0889487870619946,-0.06246014874078748,-0.0073084797175328765,-2.781246401574488,1
10,4,106,Niecy Nash,Louis van Amstel,18.0,0.027603727058737638,276037.2705873764,0.09703504043126684,-0.06943131337252921,-0.0064155602121552,-2.753546859962664,0
10,4,108,Chad Ochocinco,Cheryl Burke,22.0,0.02771281997504566,277128.1997504566,0.11859838274932614,-0.09088556277428049,-0.006189734528858178,-2.752718053175794,0
10,4,109,Evan Lysacek,Anna Trebunskaya,26.0,0.03151234370005608,315123.4370005608,0.14016172506738545,-0.10864938136732936,-0.0204881253940878,-2.4860014191736237,0
10,4,110,Pamela Anderson,Damian Whitewood,23.5,0.02833395716740214,283339.5716740214,0.12668463611859837,-0.09835067895119623,-0.006967179307678116,-2.6823433508961387,0
10,4,111,Nicole Scherzinger,Derek Hough,25.0,0.7734414268115167,7734414.2681151675,0.1347708894878706,0.6386705373236461,0.06742931783696415,-1.6246686453639692,0
10,4,112,Erin Andrews,Maksim Chmerkoskiy,19.5,0.027954741381044017,279547.41381044016,0.10512129380053908,-0.07716655241949506,-0.008129804677959127,-2.674397541475514,0
10,4,113,Kate Gosselin,Tony Dovolani,16.0,0.029184056110964526,291840.56110964523,0.0862533692722372,-0.05706931316127267,-0.005019524632569671,-2.7482615663610703,0
10,4,114,Jake Pavelka,Chelsie Hightower,19.0,0.027768289474026115,277682.89474026114,0.10242587601078167,-0.07465758653675555,-0.006910909366123218,-2.717381487340112,0
10,5,106,Niecy Nash,Louis van Amstel,18.0,0.026300491031030736,263004.91031030734,0.10404624277456648,-0.07774575174353573,-0.0020543162627801835,-2.9207983833732976,0
10,5,108,Chad Ochocinco,Cheryl Burke,18.0,0.026090755076333884,260907.55076333883,0.10404624277456648,-0.0779554876982326,-0.0023761134841477106,-2.919346474114849,0
10,5,109,Evan Lysacek,Anna Trebunskaya,27.0,0.027194617164734394,271946.17164734396,0.15606936416184972,-0.12887474699711532,-0.005175157796817088,-2.6802763246219294,0
10,5,110,Pamela Anderson,Damian Whitewood,21.0,0.02643815902197865,264381.5902197865,0.12138728323699421,-0.09494912421501556,-0.0026667474873208717,-2.8586135394627705,0
10,5,111,Nicole Scherzinger,Derek Hough,29.0,0.81486698660193,8148669.8660193,0.1676300578034682,0.6472369287984618,0.020380699890556908,-1.3511159836328308,0
10,5,112,Erin Andrews,Maksim Chmerkoskiy,22.0,0.026382684686445262,263826.84686445264,0.12716763005780346,-0.1007849453713582,-0.002332687810940752,-2.854951724341552,0
10,5,113,Kate Gosselin,Tony Dovolani,15.0,0.026423969867504983,264239.6986750498,0.08670520231213873,-0.060281232444633744,-0.0035541662485824993,-2.9054358015748916,1
10,5,114,Jake Pavelka,Chelsie Hightower,23.0,0.026302336550042157,263023.36550042155,0.1329479768786127,-0.10664564032857055,-0.0022215107999676888,-2.8906773050205983,0
10,6,106,Niecy Nash,Louis van Amstel,25.9998,0.02696887329958699,269688.73299586994,0.12440137359311731,-0.09743250029353032,-4.544321707115884e-05,-3.0642722406169005,0
10,6,108,Chad Ochocinco,Cheryl Burke,30.999899999999997,0.02696700948678067,269670.0948678067,0.148325377166335,-0.12135836767955434,0.00016812139913623472,-3.0647120270990724,0
10,6,109,Evan Lysacek,Anna Trebunskaya,27.0,0.027005345786252168,270053.4578625217,0.12918703555466454,-0.10218168976841238,-0.0009273644726820497,-2.865168304421544,0
10,6,110,Pamela Anderson,Damian Whitewood,29.9998,0.02711005318894152,271100.53188941523,0.14354019367528983,-0.11643014048634831,-4.566778580418138e-05,-3.0134802105584235,0
10,6,111,Nicole Scherzinger,Derek Hough,35.9999,0.8376782359042286,8376782.359042286,0.17224890226905065,0.665429333635178,0.0006948248695158865,-1.1218388640431294,0
10,6,112,Erin Andrews,Maksim Chmerkoskiy,34.0,0.0272506387609311,272506.387609311,0.16267997069846646,-0.13542933193753537,0.00015189775879815778,-3.0109708528941357,0
10,6,114,Jake Pavelka,Chelsie Hightower,24.999899999999997,0.02701984357327896,270198.4357327896,0.11961714704307622,-0.09259730346979725,3.631448107142138e-06,-3.0401613443240243,1
10,7,106,Niecy Nash,Louis van Amstel,24.5,0.03253730627302726,325373.06273027265,0.15755627009646303,-0.12501896382343577,0.004819502244391739,-3.174032176246704,0
10,7,108,Chad Ochocinco,Cheryl Burke,26.0,0.02908278131459497,290827.8131459497,0.16720257234726688,-0.1381197910326719,0.0013668928572010686,-3.17439782786538,0
10,7,109,Evan Lysacek,Anna Trebunskaya,27.0,0.029706341547822163,297063.4154782216,0.17363344051446947,-0.1439270989666473,0.0019510521846458802,-3.0144787316356836,0
10,7,110,Pamela Anderson,Damian Whitewood,25.5,0.0261064381058247,261064.381058247,0.1639871382636656,-0.1378807001578409,-0.001756466404482529,-3.1323542991479174,1
10,7,111,Nicole Scherzinger,Derek Hough,27.0,0.8535589322629,8535589.322629001,0.17363344051446947,0.6799254917484305,-0.007381787207279,-0.9328953350216116,0
10,7,112,Erin Andrews,Maksim Chmerkoskiy,25.5,0.029008200495830937,290082.00495830935,0.1639871382636656,-0.13497893776783465,0.0010008063255229523,-3.1293123457912086,0
10,8,106,Niecy Nash,Louis van Amstel,21.5,0.031828863294537164,318288.6329453716,0.16996047430830039,-0.13813161101376323,-0.0015806462721384695,-3.224299333525194,1
10,8,108,Chad Ochocinco,Cheryl Burke,22.5,0.031620183962195555,316201.8396219555,0.17786561264822134,-0.1462454286860258,0.0017578022271419018,-3.247040059759272,0
10,8,109,Evan Lysacek,Anna Trebunskaya,26.5,0.032019021403321864,320190.2140332186,0.20948616600790515,-0.1774671446045833,0.001516364121098148,-3.114861932475941,0
10,8,111,Nicole Scherzinger,Derek Hough,29.5,0.8726392946121242,8726392.946121242,0.233201581027668,0.6394377135844562,-0.0038003551199981,-0.777984406291616,0
10,8,112,Erin Andrews,Maksim Chmerkoskiy,26.5,0.031892636727821215,318926.36727821216,0.20948616600790515,-0.17759352928008393,0.0021068350438965336,-3.2114852192831416,0
10,9,108,Chad Ochocinco,Cheryl Burke,26.0,0.035424709449171296,354247.094491713,0.23008849557522124,-0.19466378612604995,0.0027650041931416985,-3.288423973669715,1
10,9,109,Evan Lysacek,Anna Trebunskaya,29.5,0.03704795934480503,370479.5934480503,0.2610619469026549,-0.22401398755784985,0.003976304769067872,-3.180174572765855,0
10,9,111,Nicole Scherzinger,Derek Hough,29.5,0.8915430890809094,8915430.890809095,0.2610619469026549,0.6304811421782546,-0.009784436114255168,-0.6496341225658958,0
10,9,112,Erin Andrews,Maksim Chmerkoskiy,28.0,0.035984242125114314,359842.42125114315,0.24778761061946902,-0.21180336849435472,0.0030431271520456674,-3.258264199309408,0
10,10,109,Evan Lysacek,Anna Trebunskaya,26.888699999999996,0.04025002319840384,402500.2319840384,0.325268368450467,-0.2850183452520632,0.0018414513557138967,-3.20324805964663,0
10,10,111,Nicole Scherzinger,Derek Hough,28.7777,0.9193416607368019,9193416.607368018,0.3481193038992962,0.5712223568375057,-0.0049439785643938805,-0.54266759997468,0
10,10,112,Erin Andrews,Maksim Chmerkoskiy,26.9998,0.040408316064794156,404083.1606479416,0.32661232765023673,-0.28620401158544256,0.003102527208679859,-3.2715461904674603,0
11,1,115,David Hasselhoff,Kym Johnson,15.0,0.05881805836120149,588180.5836120149,0.06607929515418502,-0.00726123679298353,-0.024515274972131837,-2.4849066497880004,1
11,1,116,Florence Henderson,Corky Ballas,18.0,0.06759550504403596,675955.0504403595,0.07929515418502203,-0.011699649140986076,-0.015737828289297373,-2.4849066497880004,0
11,1,117,Kyle Massey,Lacey Schwimmer,23.0,0.11878093565449759,1187809.356544976,0.1013215859030837,0.01745934975141389,0.03544760232116426,-2.4849066497880004,0
11,1,118,Jennifer Grey,Derek Hough,24.0,0.1425242999388379,1425242.9993883788,0.10572687224669604,0.03679742769214185,0.05919096660550456,-2.4849066497880004,0
11,1,119,Rick Fox,Cheryl Burke,22.0,0.10149400327951802,1014940.0327951802,0.09691629955947137,0.00457770372004665,0.01816066994618469,-2.4849066497880004,0
11,1,120,Kurt Warner,Anna Trebunskaya,19.0,0.07261854269658874,726185.4269658874,0.08370044052863436,-0.01108189783204562,-0.01071479063674459,-2.4849066497880004,0
11,1,121,Margaret Cho,Louis van Amstel,15.0,0.05906865398637498,590686.5398637498,0.06607929515418502,-0.007010641167810042,-0.02426467934695835,-2.4849066497880004,0
11,1,122,Michael Bolton,Chelsie Hightower,16.0,0.061036363057531864,610363.6305753186,0.07048458149779736,-0.009448218440265499,-0.022296970275801464,-2.4849066497880004,0
11,1,123,Brandy,Maksim Chmerkoskiy,23.0,0.11878093553430483,1187809.3553430482,0.1013215859030837,0.01745934963122113,0.0354476022009715,-2.4849066497880004,0
11,1,124,The Situation,Karina Smirnoff,15.0,0.0590686540265942,590686.540265942,0.06607929515418502,-0.007010641127590825,-0.02426467930673913,-2.4849066497880004,0
11,1,125,Audrina Patridge,Tony Dovolani,19.0,0.07261854234546151,726185.4234546152,0.08370044052863436,-0.011081898183172845,-0.010714790987871814,-2.4849066497880004,0
11,1,126,Bristol Palin,Mark Ballas,18.0,0.06759550607505296,675955.0607505296,0.07929515418502203,-0.011699648109969069,-0.015737827258280365,-2.4849066497880004,0
11,2,116,Florence Henderson,Corky Ballas,19.0,0.048020090005756876,480200.90005756874,0.08597285067873303,-0.037952760672976156,-0.023799716615625764,-2.5267680781454853,0
11,2,117,Kyle Massey,Lacey Schwimmer,22.0,0.12419790034489923,1241979.0034489923,0.09954751131221719,0.024650389032682046,-0.002006110165198985,-2.414020191674342,0
11,2,118,Jennifer Grey,Derek Hough,24.0,0.35242575266374576,3524257.526637458,0.1085972850678733,0.24382846759587246,0.20099456424689974,-2.3775738734153475,0
11,2,119,Rick Fox,Cheryl Burke,21.0,0.0756454826689161,756454.826689161,0.09502262443438914,-0.019377141765473033,-0.032191268961481,-2.4454764324775233,0
11,2,120,Kurt Warner,Anna Trebunskaya,21.0,0.05170431783167091,517043.1783167091,0.09502262443438914,-0.04331830660271822,-0.025452435271926005,-2.5124323159741606,0
11,2,121,Margaret Cho,Louis van Amstel,18.0,0.04531896622562181,453189.6622562181,0.08144796380090498,-0.03612899757528317,-0.01744111381110717,-2.5537362967659476,0
11,2,122,Michael Bolton,Chelsie Hightower,12.0,0.04511269787701198,451126.9787701198,0.05429864253393665,-0.009185944656924676,-0.019738060894724054,-2.5471824151739932,1
11,2,123,Brandy,Maksim Chmerkoskiy,21.0,0.10654140631688308,1065414.0631688307,0.09502262443438914,0.011518781882493945,-0.01966260406551107,-2.4140201918767197,0
11,2,124,The Situation,Karina Smirnoff,18.0,0.045406334118770764,454063.3411877076,0.08144796380090498,-0.036041629682134216,-0.01735374596069089,-2.55373629662977,0
11,2,125,Audrina Patridge,Tony Dovolani,23.0,0.055112271539736746,551122.7153973675,0.10407239819004525,-0.04896012665030851,-0.022044481190789667,-2.512432316941206,0
11,2,126,Bristol Palin,Mark Ballas,22.0,0.050514780406986794,505147.80406986794,0.09954751131221719,-0.049032730905230394,-0.02130502730984505,-2.5267680750949366,0
11,3,116,Florence Henderson,Corky Ballas,20.0,0.038971184120932624,389711.84120932623,0.09049773755656108,-0.05152655343562846,-0.011317567126460086,-2.6286416252867535,0
11,3,117,Kyle Massey,Lacey Schwimmer,23.0,0.0745687003457499,745687.003457499,0.10407239819004525,-0.02950369784429535,-0.05549680588600302,-2.348391956351724,0
11,3,118,Jennifer Grey,Derek Hough,24.0,0.5623002540224906,5623002.540224906,0.1085972850678733,0.4537029689546173,0.19322449829696953,-2.110642160663624,0
11,3,119,Rick Fox,Cheryl Burke,24.0,0.05097930046611013,509793.00466110127,0.1085972850678733,-0.05761798460176318,-0.02823997755835886,-2.472720656800872,0
11,3,120,Kurt Warner,Anna Trebunskaya,23.0,0.040967812927031506,409678.12927031505,0.10407239819004525,-0.06310458526301374,-0.013179223814076477,-2.6023886495596313,0
11,3,121,Margaret Cho,Louis van Amstel,18.0,0.03843927753090677,384392.7753090677,0.08144796380090498,-0.04300868626999821,-0.009020738038328223,-2.6617949681403705,1
11,3,123,Brandy,Maksim Chmerkoskiy,24.0,0.0707375339674492,707375.3396744919,0.1085972850678733,-0.03785975110042411,-0.040837314792201304,-2.3790604690383255,0
11,3,124,The Situation,Karina Smirnoff,20.0,0.03852944882860213,385294.48828602134,0.09049773755656108,-0.05196828872795895,-0.009022062242724796,-2.6614097704302107,0
11,3,125,Audrina Patridge,Tony Dovolani,26.0,0.04521251633466732,452125.16334667325,0.11764705882352941,-0.07243454248886208,-0.012503479487254679,-2.5896224282830707,0
11,3,126,Bristol Palin,Mark Ballas,19.0,0.039293971456059965,392939.71456059965,0.08597285067873303,-0.04667887922267307,-0.01360732935156201,-2.6185123209153844,0
11,4,116,Florence Henderson,Corky Ballas,17.5,0.03121899953573272,312189.9953573272,0.09776536312849161,-0.0665463635927589,-0.009310093646092046,-2.751899855158309,0
11,4,117,Kyle Massey,Lacey Schwimmer,20.0,0.03643898723817022,364389.8723817022,0.11173184357541899,-0.07529285633724878,-0.04111066574086638,-2.3979204503265583,0
11,4,118,Jennifer Grey,Derek Hough,28.0,0.7366901275735174,7366901.275735173,0.1564245810055866,0.5802655465679307,0.15191140181752205,-1.8036575909164834,0
11,4,119,Rick Fox,Cheryl Burke,19.5,0.0329258186313382,329258.186313382,0.10893854748603352,-0.07601272885469532,-0.020091426431673116,-2.5734436458127306,0
11,4,120,Kurt Warner,Anna Trebunskaya,17.0,0.03150986590781567,315098.6590781567,0.09497206703910614,-0.06346220113129047,-0.011095673159789397,-2.720904633878025,0
11,4,123,Brandy,Maksim Chmerkoskiy,24.0,0.036819629884057986,368196.29884057987,0.1340782122905028,-0.0972585824064448,-0.03674570230402216,-2.4330041664953566,0
11,4,124,The Situation,Karina Smirnoff,14.0,0.031082612154355514,310826.1215435551,0.0782122905027933,-0.04712967834843779,-0.008987086959046608,-2.7803943014321377,1
11,4,125,Audrina Patridge,Tony Dovolani,23.0,0.03232367133583591,323236.7133583591,0.12849162011173185,-0.09616794877589593,-0.014696257076558819,-2.6909742067099476,0
11,4,126,Bristol Palin,Mark Ballas,16.0,0.03099028773917641,309902.8773917641,0.0893854748603352,-0.05839518712115879,-0.00987449649947365,-2.7421466907199554,0
11,5,116,Florence Henderson,Corky Ballas,21.0,0.02160688467395083,216068.8467395083,0.11538461538461539,-0.09377773071066456,-0.010613612065350265,-2.8948655661323817,1
11,5,117,Kyle Massey,Lacey Schwimmer,20.0,0.028679005638896707,286790.0563889671,0.10989010989010989,-0.08121110425121318,-0.008928934620273471,-2.5807595601737443,0
11,5,118,Jennifer Grey,Derek Hough,25.0,0.795297781248754,7952977.812487541,0.13736263736263737,0.6579351438861167,0.034974830278162616,-1.5040436579853267,0
11,5,119,Rick Fox,Cheryl Burke,24.0,0.028627275336604585,286272.7533660458,0.13186813186813187,-0.10324085653152729,-0.0053547948010236185,-2.7414545502789127,0
11,5,120,Kurt Warner,Anna Trebunskaya,24.0,0.028448615310333582,284486.1531033358,0.13186813186813187,-0.1034195165577983,-0.00407207871692173,-2.868214622855577,0
11,5,123,Brandy,Maksim Chmerkoskiy,27.0,0.03076879985668565,307687.9985668565,0.14835164835164835,-0.1175828484949627,-0.00723199396323455,-2.606748164248903,0
11,5,125,Audrina Patridge,Tony Dovolani,23.0,0.028481236777307194,284812.3677730719,0.12637362637362637,-0.09789238959631917,-0.0048793693396978095,-2.8391704570617025,0
11,5,126,Bristol Palin,Mark Ballas,18.0,0.03809040115746733,380904.0115746733,0.0989010989010989,-0.06081069774363157,0.00610595322833863,-2.888533637040272,0
